@relation UniversalBank-weka.filters.unsupervised.attribute.Remove-R4

@attribute Age numeric
@attribute Experience numeric
@attribute Income numeric
@attribute Family numeric
@attribute CCAvg numeric
@attribute Education {Under,Grad,Prof}
@attribute Mortgage numeric
@attribute SecuritiesAccount {Yes,No}
@attribute CDAccount {No,Yes}
@attribute Online {No,Yes}
@attribute CreditCard {No,Yes}
@attribute PersonalLoan {No,Yes}

@data
34,8,44,4,0.2,Under,0,No,No,No,No,No
27,2,78,4,0.2,Under,87,No,No,No,No,No
61,36,15,4,0.4,Grad,0,No,No,No,No,No
45,20,38,4,1.9,Prof,144,No,No,Yes,Yes,No
50,25,84,1,1.3,Prof,0,Yes,No,Yes,No,No
44,20,122,1,0.3,Under,0,No,No,Yes,No,No
62,36,98,2,2.8,Under,0,No,No,No,No,No
45,18,80,3,2.67,Grad,0,No,No,No,No,No
41,17,165,2,8,Under,0,No,No,Yes,No,No
30,5,121,2,3.3,Under,0,No,No,No,Yes,No
61,37,20,3,0.4,Grad,94,No,No,No,No,No
45,19,11,1,0.2,Under,91,No,No,No,No,No
59,35,45,1,1.8,Prof,0,No,No,Yes,No,No
30,6,118,2,2.8,Grad,0,No,No,No,No,Yes
60,36,14,2,0.3,Under,109,No,No,Yes,Yes,No
39,13,30,3,0.2,Grad,0,No,No,No,No,No
56,30,45,1,0.2,Under,98,No,No,No,No,No
56,32,80,3,2.67,Under,0,No,No,Yes,No,No
27,1,25,4,0.3,Grad,0,No,No,Yes,Yes,No
66,41,144,1,2.5,Under,0,Yes,Yes,Yes,Yes,No
43,19,84,4,0.2,Prof,297,No,No,Yes,No,No
53,29,22,2,0.4,Under,0,No,No,Yes,No,No
44,18,33,3,1.5,Under,0,No,No,Yes,Yes,No
54,28,60,4,2.6,Prof,0,No,No,No,No,No
31,6,81,4,2.2,Grad,116,No,No,Yes,No,No
38,13,169,1,6.8,Prof,0,No,Yes,Yes,Yes,Yes
28,2,63,2,1.6,Prof,0,No,No,Yes,No,No
51,26,12,2,0.7,Prof,109,No,No,Yes,Yes,No
52,27,15,4,0.8,Under,101,No,No,No,No,No
64,38,39,1,0.5,Prof,0,Yes,Yes,Yes,Yes,No
29,4,44,4,2,Grad,0,No,No,Yes,No,No
34,10,110,1,4,Under,0,No,No,Yes,No,No
33,8,130,3,6.3,Grad,99,No,No,No,Yes,Yes
46,21,41,1,1.4,Prof,128,No,No,Yes,No,No
48,22,59,1,1.4,Prof,241,No,No,Yes,No,No
52,28,39,2,0.8,Under,0,No,No,Yes,No,No
44,19,35,4,0,Grad,0,No,No,Yes,No,No
51,27,80,1,2.6,Grad,0,No,No,Yes,Yes,No
47,20,81,1,2.67,Grad,0,No,No,Yes,No,No
39,13,31,2,0.8,Prof,0,No,No,No,No,No
42,17,93,4,1.9,Prof,0,No,No,No,No,No
57,33,45,4,1.5,Under,204,No,No,Yes,No,No
36,12,40,2,0.6,Prof,0,No,No,Yes,Yes,No
27,1,80,2,1.6,Prof,185,No,No,Yes,Yes,No
31,7,20,1,0.4,Prof,0,No,No,Yes,No,No
63,37,41,1,0.5,Prof,0,No,No,No,Yes,No
34,8,31,1,0.3,Under,104,No,No,Yes,Yes,No
52,27,35,4,0.2,Grad,0,No,No,Yes,No,No
57,31,40,3,1.4,Prof,137,No,No,Yes,Yes,No
63,39,84,1,1.8,Prof,0,No,No,No,No,No
26,1,53,2,1.6,Prof,0,No,No,Yes,No,No
35,5,85,4,4,Prof,0,No,No,Yes,No,No
58,33,138,2,3.9,Under,0,No,No,Yes,No,No
32,2,71,2,1.75,Prof,108,No,No,No,No,No
64,39,113,1,0.8,Prof,0,No,No,No,Yes,No
50,23,23,2,1,Grad,0,Yes,No,No,No,No
34,9,62,3,2.3,Under,0,No,No,No,No,No
36,11,14,4,0.2,Prof,100,No,No,Yes,Yes,No
43,18,60,2,2.2,Prof,0,No,No,No,Yes,No
28,4,94,3,0.8,Under,236,No,No,Yes,No,No
64,39,83,3,1.8,Grad,0,No,No,Yes,No,No
60,35,130,3,6.3,Prof,437,No,Yes,Yes,Yes,Yes
62,37,61,4,1.7,Under,0,No,No,No,No,No
27,2,92,2,3.1,Under,178,No,No,Yes,No,No
42,16,20,2,0.8,Prof,117,No,No,Yes,Yes,No
45,20,194,2,8.8,Under,428,No,No,No,No,No
36,10,74,1,2.5,Under,0,No,No,No,Yes,No
48,22,84,2,0.4,Prof,145,No,No,No,No,No
65,40,98,3,1.8,Grad,333,No,No,No,No,No
39,15,52,3,2.33,Under,0,No,No,Yes,No,No
51,26,55,1,1.3,Grad,236,No,No,No,Yes,No
30,6,64,4,3.4,Under,117,No,No,No,No,No
65,40,128,1,2.5,Under,162,No,No,Yes,No,No
38,13,113,4,1.7,Grad,0,No,No,No,Yes,Yes
29,3,50,3,1.1,Grad,0,No,No,No,Yes,No
42,18,54,4,2.2,Grad,0,No,No,No,No,No
63,38,129,1,0.9,Under,366,No,No,Yes,No,No
46,21,82,4,0.4,Under,0,No,No,No,No,No
62,38,100,4,1.7,Grad,0,No,No,Yes,No,No
58,34,44,4,2.2,Under,0,Yes,No,No,No,No
56,30,164,4,0.5,Grad,234,No,Yes,Yes,Yes,Yes
56,31,81,2,3.7,Under,121,No,No,Yes,Yes,No
34,10,71,1,0.1,Under,257,No,No,Yes,Yes,No
42,17,28,1,0.5,Prof,90,No,No,No,No,No
30,6,80,3,1.5,Under,219,No,No,Yes,No,No
61,35,90,4,1.9,Grad,0,No,No,Yes,No,No
38,14,74,1,3.6,Grad,0,No,No,Yes,Yes,No
50,25,14,2,0.7,Prof,0,Yes,No,Yes,No,No
61,36,23,2,0.5,Grad,103,No,No,Yes,No,No
41,17,153,1,1.7,Under,337,No,No,No,Yes,No
42,16,38,3,0.9,Prof,0,No,No,No,No,No
29,5,112,2,2,Grad,382,Yes,No,No,No,No
51,26,145,1,8.1,Under,397,No,No,No,Yes,No
32,6,28,2,0.3,Grad,88,No,No,Yes,No,No
34,9,31,4,1.1,Prof,0,No,No,Yes,Yes,No
26,2,195,1,6.33,Under,0,No,No,Yes,Yes,No
54,24,50,3,2,Prof,0,No,No,Yes,Yes,No
38,14,71,4,2,Prof,0,No,No,No,No,No
62,36,21,3,0.3,Prof,0,No,No,No,No,No
37,11,35,2,0.8,Prof,125,No,No,No,No,No
46,21,42,1,2.4,Under,0,No,No,Yes,Yes,No
52,27,78,4,3.6,Prof,141,No,No,Yes,No,No
32,6,73,4,2.2,Grad,0,No,No,No,No,No
49,25,53,2,1,Prof,181,No,No,No,No,No
28,3,51,2,1.6,Prof,123,No,No,No,No,No
55,30,40,2,2.3,Prof,0,No,No,Yes,No,No
52,26,178,1,1,Under,0,No,No,No,No,No
32,6,35,2,0.3,Under,0,No,No,No,Yes,No
31,7,192,1,0,Grad,0,No,No,Yes,No,Yes
27,3,123,1,5.4,Under,0,No,No,No,No,No
32,5,48,2,1.67,Grad,0,Yes,Yes,Yes,Yes,No
52,26,45,3,0.6,Grad,0,No,No,No,No,No
52,28,15,1,0.2,Under,0,No,No,Yes,No,No
50,24,79,1,0.3,Under,120,No,No,Yes,No,No
32,5,63,4,2,Grad,0,Yes,No,Yes,No,No
61,35,30,2,0.2,Prof,0,No,No,Yes,No,No
60,36,145,4,6.9,Under,380,No,No,No,Yes,Yes
28,4,32,3,1,Grad,0,No,No,No,No,No
34,9,64,2,0.1,Under,224,No,No,Yes,Yes,No
31,7,84,1,0.1,Under,0,No,No,Yes,No,No
31,5,21,1,0.4,Grad,0,No,No,Yes,No,No
62,38,99,4,1.7,Grad,0,No,No,Yes,No,No
47,22,35,2,1.3,Under,0,No,No,Yes,No,No
50,24,180,1,1.7,Under,0,No,No,Yes,Yes,No
36,12,42,1,1.33,Under,0,No,No,Yes,No,No
26,0,179,4,2.1,Grad,0,No,No,No,No,Yes
51,27,42,4,0.1,Prof,0,No,No,No,No,No
52,25,180,2,9,Grad,297,No,No,Yes,No,Yes
35,11,82,4,3.4,Under,0,No,No,No,No,No
42,16,55,2,0.7,Under,149,No,No,No,No,No
36,12,79,2,2.2,Under,0,No,No,Yes,No,No
41,17,48,2,0.6,Prof,215,No,No,No,Yes,No
49,25,93,1,2.7,Under,0,Yes,No,Yes,No,No
57,32,23,2,0.2,Prof,0,No,No,No,No,No
44,20,50,3,2.33,Under,200,No,No,No,No,No
60,34,85,2,2,Under,0,No,No,Yes,No,No
38,14,35,1,1.5,Grad,97,No,No,Yes,No,No
26,2,171,3,6,Grad,0,No,No,Yes,No,Yes
29,2,29,4,1.5,Grad,0,No,No,No,Yes,No
59,35,84,1,1.8,Prof,0,No,No,Yes,Yes,No
51,27,20,4,0.5,Grad,0,No,No,Yes,No,No
50,25,14,1,0.4,Prof,0,No,No,Yes,Yes,No
35,10,179,1,8.6,Under,357,No,No,No,No,No
61,37,48,1,0.8,Under,158,No,No,Yes,No,No
42,16,74,1,2.8,Under,0,No,No,Yes,No,No
55,29,53,1,1.4,Under,0,No,No,No,No,No
50,25,83,1,2.8,Grad,0,No,No,Yes,Yes,No
64,40,171,2,2.1,Under,433,No,No,No,No,No
54,28,85,4,4.9,Under,0,No,No,Yes,No,No
50,26,38,4,0.9,Grad,0,No,No,Yes,No,No
31,5,85,3,1.6,Under,157,No,No,Yes,Yes,No
32,8,79,1,0.1,Under,0,No,No,No,No,No
44,19,69,4,0.4,Under,0,No,No,No,No,No
60,35,43,3,0.9,Prof,0,No,No,Yes,Yes,No
60,34,33,2,0.3,Under,101,No,No,Yes,No,No
62,38,42,3,0.1,Prof,149,No,No,No,Yes,No
46,21,40,4,1.9,Prof,122,No,No,Yes,No,No
57,33,43,1,1.8,Prof,0,No,No,No,No,No
30,5,20,4,0.5,Prof,117,No,No,No,No,No
58,32,65,3,2.5,Under,222,No,No,Yes,No,No
39,13,139,3,3.4,Under,483,No,No,Yes,No,Yes
60,35,135,3,0.3,Prof,0,No,No,Yes,No,Yes
59,34,84,3,1.6,Prof,0,No,No,Yes,No,No
50,26,179,1,2.9,Prof,0,No,No,No,Yes,Yes
63,39,45,4,1.3,Grad,86,No,No,No,No,No
27,3,109,2,2.5,Under,0,No,No,Yes,No,No
54,29,34,4,0.1,Prof,0,No,No,Yes,No,No
62,37,162,1,1.3,Under,0,No,No,Yes,No,No
60,34,105,2,1.4,Under,0,No,No,Yes,No,No
38,12,22,3,0.2,Grad,0,No,No,Yes,No,No
34,8,82,2,1.8,Under,178,No,No,Yes,Yes,No
65,41,105,4,1.7,Grad,230,Yes,No,Yes,No,No
55,31,62,1,1.8,Prof,0,No,No,Yes,No,No
57,31,82,2,2,Under,83,No,No,No,Yes,No
27,3,72,4,0,Under,0,No,No,Yes,No,No
35,10,38,4,1.7,Under,0,No,No,Yes,Yes,No
52,28,25,4,1,Under,0,No,No,No,No,No
45,15,20,1,0.75,Prof,0,No,No,Yes,No,No
29,3,80,4,1.8,Grad,0,No,No,Yes,Yes,No
44,18,84,3,1.1,Under,0,No,No,No,No,No
47,23,33,1,1,Under,0,No,No,Yes,Yes,No
62,37,55,3,0.9,Prof,0,No,No,Yes,No,No
52,27,33,2,0.7,Grad,0,No,No,No,Yes,No
47,23,190,4,0.3,Prof,305,No,No,No,No,Yes
42,18,43,1,0.3,Prof,158,No,No,No,No,No
65,41,45,3,0.1,Prof,0,No,No,Yes,No,No
42,18,141,1,3.5,Under,0,No,No,No,No,No
40,16,69,4,2.4,Under,0,No,No,Yes,No,No
32,8,78,4,0.1,Grad,0,No,No,Yes,No,No
40,15,84,1,3.7,Prof,0,No,No,Yes,No,No
55,29,172,1,5.2,Grad,0,No,No,No,No,Yes
32,6,51,4,0.2,Under,154,Yes,No,No,Yes,No
58,28,75,1,1.4,Prof,0,No,No,Yes,No,No
46,22,183,1,3.1,Grad,0,No,Yes,Yes,Yes,Yes
53,23,20,4,0.4,Prof,0,No,No,Yes,Yes,No
63,39,101,2,3.9,Prof,294,No,No,Yes,No,Yes
40,14,129,1,5.9,Prof,0,No,No,Yes,No,Yes
41,17,63,2,3.2,Under,0,No,No,No,No,No
60,35,44,4,2.1,Under,0,No,No,No,No,No
65,39,184,1,5.4,Prof,176,No,Yes,Yes,Yes,Yes
59,33,100,2,2,Under,127,No,No,No,No,No
48,24,12,3,0.4,Under,0,No,No,No,No,No
59,33,68,2,2.3,Prof,128,Yes,No,Yes,No,No
33,8,48,1,1,Under,212,No,No,Yes,No,No
40,15,82,2,0.4,Under,0,No,No,No,No,No
42,18,52,2,2.5,Under,0,No,No,No,No,No
65,41,154,2,4.6,Grad,0,Yes,Yes,Yes,Yes,Yes
30,4,39,1,1.5,Under,0,No,No,No,Yes,No
30,4,40,1,0.3,Under,0,No,Yes,Yes,Yes,No
42,17,54,4,1.9,Prof,164,No,No,No,No,No
32,8,32,2,1,Grad,103,No,Yes,Yes,Yes,No
55,30,64,2,2.3,Prof,0,No,No,No,No,No
29,3,92,2,1.3,Under,287,No,No,Yes,No,No
64,38,40,1,2.5,Prof,94,No,No,Yes,Yes,No
37,11,60,3,0.5,Prof,0,No,No,Yes,No,No
31,5,85,2,1.3,Under,119,No,No,Yes,Yes,No
25,-1,21,4,0.4,Under,90,No,No,Yes,No,No
31,5,35,1,0.6,Prof,171,No,No,No,No,No
32,7,52,2,0.1,Under,0,No,No,Yes,No,No
58,34,128,1,7.4,Under,0,No,No,No,No,No
26,2,195,1,6.33,Under,0,No,No,No,No,No
51,25,68,2,1.5,Grad,117,No,No,No,Yes,No
65,41,55,2,1.1,Under,0,No,No,No,No,No
43,17,55,1,0.2,Under,0,No,No,Yes,No,No
46,21,80,4,0.4,Under,0,No,No,Yes,Yes,No
28,3,123,1,0.8,Under,146,No,No,No,No,No
63,37,90,4,1.9,Grad,106,Yes,No,Yes,No,No
59,29,61,1,1.4,Prof,0,No,No,No,No,No
42,15,41,3,2.5,Grad,0,No,No,Yes,No,No
58,33,43,2,1.6,Prof,0,No,No,Yes,No,No
39,13,71,3,0.1,Under,162,Yes,No,Yes,No,No
36,12,25,4,1,Under,0,No,No,Yes,No,No
60,33,154,1,3,Grad,0,Yes,Yes,Yes,No,Yes
47,21,141,1,2.4,Under,0,No,No,No,No,No
29,4,22,2,0.9,Prof,110,No,No,No,No,No
52,28,145,2,6.8,Under,0,No,No,Yes,No,No
41,16,49,3,0.5,Prof,0,No,No,Yes,No,No
63,37,109,1,2,Under,0,No,No,Yes,No,No
59,34,80,3,0.5,Under,0,No,No,Yes,Yes,No
44,20,82,4,1.4,Grad,201,No,No,Yes,Yes,No
54,28,52,4,2.5,Under,0,No,No,Yes,No,No
29,5,85,3,2.5,Under,0,No,No,Yes,Yes,No
51,25,148,1,1,Under,0,No,No,No,No,No
63,39,160,2,2.1,Under,0,No,No,No,Yes,No
36,11,39,4,1.7,Under,0,No,No,Yes,No,No
42,16,25,2,0.8,Prof,0,No,No,No,Yes,No
51,25,33,1,1.4,Prof,0,No,No,Yes,Yes,No
47,20,38,3,2.5,Grad,0,No,No,No,No,No
40,16,85,4,0.2,Prof,0,No,No,Yes,Yes,No
54,28,48,1,0.2,Under,0,No,No,Yes,No,No
47,21,15,4,0.6,Prof,77,No,No,Yes,No,No
35,10,94,1,0,Under,174,No,No,Yes,No,No
28,4,120,2,0.6,Under,0,No,No,Yes,No,No
45,19,60,1,0.7,Prof,159,No,No,Yes,No,No
33,9,145,2,4.33,Under,277,No,No,No,Yes,No
62,36,29,2,0.7,Prof,0,No,No,No,No,No
45,18,78,3,2.67,Grad,0,No,No,Yes,No,No
59,35,59,4,1.2,Grad,0,No,No,Yes,No,No
58,28,80,2,4.5,Prof,0,No,No,No,Yes,No
52,26,180,1,1,Under,0,No,No,Yes,Yes,No
34,8,8,3,0.1,Grad,83,No,No,Yes,No,No
65,35,23,1,1.5,Prof,0,No,No,Yes,No,No
48,23,79,2,3.8,Prof,0,No,No,Yes,No,No
44,19,78,2,3.8,Prof,268,No,No,No,No,No
61,37,64,1,0,Grad,0,No,No,No,Yes,No
40,14,64,4,0.2,Prof,0,No,No,Yes,Yes,No
65,39,160,4,3.8,Under,237,No,No,Yes,No,Yes
28,4,43,1,1,Prof,102,No,No,No,No,No
67,42,32,1,1.1,Prof,0,No,No,No,Yes,No
35,9,179,2,0,Under,76,Yes,No,Yes,No,No
60,35,8,1,0.1,Under,0,No,No,Yes,No,No
58,32,63,1,1.6,Under,0,Yes,No,Yes,No,No
55,30,40,2,2.3,Prof,0,Yes,No,Yes,No,No
34,9,99,4,2.2,Grad,155,No,No,Yes,No,No
35,9,141,2,4.5,Grad,0,No,No,No,No,Yes
28,4,159,1,1.5,Under,0,No,No,Yes,Yes,No
38,12,39,2,0.3,Under,174,No,No,Yes,No,No
62,38,99,4,1.7,Grad,0,No,No,No,No,No
30,4,18,4,0.3,Grad,0,No,No,Yes,Yes,No
38,12,38,2,0.3,Under,0,No,No,Yes,Yes,No
33,8,133,1,0,Under,0,No,No,Yes,No,No
58,34,84,2,2.8,Under,0,No,No,Yes,Yes,No
59,35,60,1,0,Grad,0,No,No,Yes,Yes,No
52,28,178,3,5.4,Prof,147,No,No,Yes,No,Yes
36,12,18,1,0.5,Prof,0,No,No,No,Yes,No
45,21,73,1,0.8,Prof,0,No,No,Yes,No,No
49,23,125,1,7.3,Under,0,No,No,No,No,No
52,26,91,1,4.3,Grad,0,No,Yes,Yes,Yes,Yes
54,28,74,2,1.1,Under,0,No,No,Yes,No,No
30,4,35,2,0.3,Grad,0,Yes,No,No,Yes,No
65,39,113,1,2,Under,0,No,No,Yes,Yes,No
34,8,52,4,2.2,Grad,0,No,No,No,No,No
30,6,191,2,4.4,Grad,0,No,No,Yes,No,Yes
51,25,18,1,0.3,Prof,93,No,No,No,Yes,No
52,27,25,2,0,Under,0,No,No,Yes,Yes,No
43,18,50,4,1.9,Prof,0,No,No,No,No,No
35,10,75,4,0.7,Prof,0,No,No,Yes,Yes,No
56,26,92,2,4.5,Prof,0,Yes,No,No,Yes,No
57,32,33,2,2,Grad,0,No,No,Yes,No,No
58,32,65,3,2.2,Prof,0,No,No,No,No,No
53,28,44,3,1.7,Under,0,No,No,No,No,No
45,21,183,2,1.4,Under,354,No,No,No,No,No
44,20,175,2,1.4,Under,0,No,No,Yes,Yes,No
54,28,28,4,1.5,Prof,0,No,No,Yes,Yes,No
41,17,49,4,2.2,Grad,0,No,No,No,No,No
52,26,45,4,1.8,Under,0,No,No,Yes,No,No
43,17,64,4,3,Prof,221,No,No,Yes,No,Yes
63,38,22,3,0.1,Prof,90,No,No,Yes,No,No
54,30,120,1,7.4,Under,119,No,No,Yes,Yes,No
33,8,175,2,6.7,Under,102,No,No,Yes,No,No
25,-1,101,4,2.3,Prof,256,No,No,No,Yes,No
41,16,104,1,1,Prof,0,No,No,Yes,No,No
40,16,155,4,0.1,Prof,0,No,Yes,Yes,Yes,Yes
43,18,58,1,2.4,Under,0,No,No,No,No,No
36,10,80,4,2.2,Grad,0,No,No,Yes,No,No
57,33,45,1,1.8,Prof,195,No,No,No,No,No
34,9,134,1,4.6,Under,164,Yes,No,Yes,No,No
38,14,58,4,2,Prof,153,Yes,No,No,No,No
47,21,20,1,0.2,Under,0,No,No,Yes,Yes,No
39,13,25,4,1.5,Prof,0,No,No,Yes,No,No
45,20,55,1,0.3,Under,0,No,No,Yes,Yes,No
62,37,155,1,1.3,Under,0,No,No,No,No,No
59,34,30,1,1.3,Under,0,No,No,Yes,Yes,No
61,37,39,4,0.4,Under,0,No,No,Yes,Yes,No
36,12,73,4,2,Prof,188,No,No,Yes,No,No
58,34,41,4,1.3,Under,0,No,No,Yes,No,No
55,30,34,4,0.1,Prof,157,No,No,Yes,No,No
29,5,21,3,0.9,Prof,119,No,No,No,No,No
34,8,11,4,0.3,Under,0,Yes,Yes,Yes,Yes,No
61,35,154,2,6.9,Under,0,No,No,No,No,No
50,20,19,4,0.4,Prof,0,No,No,No,No,No
52,26,101,2,2.4,Grad,0,No,No,Yes,No,No
39,15,24,1,1,Under,116,No,No,Yes,Yes,No
55,29,131,2,2.7,Under,0,Yes,No,No,No,No
33,9,105,1,4,Under,0,No,No,Yes,No,No
47,21,52,1,1.2,Grad,194,No,No,No,No,No
57,32,21,4,0.9,Grad,113,Yes,No,No,No,No
57,31,45,3,1.4,Under,198,No,No,Yes,No,No
40,14,39,1,2,Under,0,No,No,Yes,No,No
50,25,192,2,2.8,Under,238,No,No,No,Yes,No
29,5,195,1,4.3,Under,0,No,No,No,No,No
46,22,83,3,0.7,Under,0,No,No,No,No,No
42,15,34,3,1,Grad,0,Yes,No,Yes,No,No
59,33,49,4,1.7,Grad,104,No,No,Yes,No,No
31,1,60,4,4,Prof,244,No,No,No,No,No
51,25,41,4,1.8,Under,0,No,No,No,No,No
35,10,72,3,2.3,Under,285,No,No,No,No,No
59,35,102,4,3,Grad,115,No,No,Yes,No,Yes
35,10,31,3,1.3,Under,0,No,No,No,No,No
46,20,73,1,1.5,Grad,128,No,No,Yes,No,No
34,9,89,1,0,Under,0,No,No,Yes,No,No
55,29,19,4,0.7,Prof,121,Yes,No,No,Yes,No
64,40,63,4,1.2,Grad,0,No,No,Yes,No,No
34,9,104,3,1.2,Prof,0,No,No,Yes,No,No
61,35,40,1,0.8,Grad,128,No,No,Yes,No,No
63,39,92,2,0,Prof,0,No,No,Yes,No,No
59,33,72,2,0.7,Grad,226,No,No,No,No,No
51,27,44,3,1.9,Grad,141,No,No,No,No,No
41,16,114,4,3.5,Under,0,No,No,No,Yes,Yes
37,13,73,4,2.4,Under,0,No,No,No,No,No
64,40,63,4,1.2,Grad,0,Yes,No,No,Yes,No
44,20,69,1,0.8,Prof,184,No,Yes,Yes,Yes,No
62,37,42,3,1.5,Under,0,No,No,Yes,No,No
50,26,88,1,2.7,Under,0,No,No,Yes,No,No
43,18,98,2,0.4,Under,0,No,No,Yes,No,No
34,8,65,1,3,Under,227,No,No,Yes,No,Yes
38,13,12,2,0.3,Grad,104,Yes,No,Yes,No,No
29,5,122,4,3,Under,0,No,No,No,Yes,Yes
39,14,12,2,0,Prof,0,No,No,No,No,No
53,29,24,2,0.2,Under,0,No,No,No,Yes,No
43,19,170,4,4.25,Under,318,No,Yes,Yes,Yes,Yes
61,36,184,4,2.3,Grad,342,No,Yes,Yes,Yes,Yes
46,20,25,4,0.6,Prof,125,No,No,No,No,No
57,31,131,2,2.7,Under,0,No,No,No,No,No
59,33,50,2,2.3,Prof,0,No,No,No,Yes,No
52,28,21,2,0.4,Under,0,Yes,No,Yes,No,No
29,3,55,3,1.1,Grad,0,No,No,Yes,No,No
57,32,124,1,0.2,Grad,0,No,No,Yes,No,Yes
49,23,58,4,2.6,Under,188,No,No,No,No,No
39,13,72,2,2.8,Under,0,No,No,Yes,No,No
56,31,192,1,7,Prof,0,No,Yes,Yes,No,Yes
63,38,83,3,1.8,Grad,0,No,No,Yes,No,No
37,12,93,1,2.8,Under,0,Yes,No,Yes,No,No
56,26,38,3,1,Prof,110,Yes,No,Yes,No,No
45,20,55,4,1.9,Prof,164,Yes,No,No,No,No
66,41,11,3,0.1,Prof,0,Yes,No,No,Yes,No
40,15,85,2,0.4,Under,0,Yes,No,No,No,No
50,24,124,1,4.9,Under,266,No,No,Yes,No,No
60,36,129,2,6,Under,0,No,No,Yes,No,No
31,7,180,1,4.3,Under,0,No,No,No,No,No
40,14,74,4,1.4,Grad,0,No,No,Yes,No,No
36,6,138,1,7,Prof,86,No,No,Yes,No,Yes
55,29,111,2,3.6,Prof,0,No,No,No,Yes,Yes
54,28,83,3,0.8,Under,0,No,No,Yes,No,No
35,10,33,4,1.7,Under,87,No,No,Yes,No,No
55,29,21,4,0.7,Prof,0,No,No,No,No,No
36,10,35,2,0.3,Under,98,No,No,Yes,No,No
66,41,105,1,0.8,Prof,0,Yes,Yes,Yes,Yes,No
38,14,103,1,0.8,Grad,0,No,No,No,Yes,No
58,32,75,2,2.3,Prof,0,No,No,No,No,No
41,17,33,1,0.7,Under,104,No,No,No,No,No
60,34,52,4,1.7,Grad,0,Yes,No,Yes,No,No
47,23,89,1,2.6,Grad,0,Yes,Yes,Yes,Yes,No
62,36,63,1,2.5,Prof,0,No,No,No,No,No
48,23,84,4,3.1,Grad,0,Yes,Yes,Yes,No,Yes
61,36,44,4,2.1,Under,0,No,No,No,No,No
29,3,29,3,1,Under,0,No,No,Yes,Yes,No
45,21,29,1,0.3,Prof,0,No,No,Yes,No,No
39,14,22,2,0.3,Grad,0,No,No,Yes,No,No
31,6,53,4,2.2,Under,114,No,No,Yes,No,No
39,14,24,2,0.3,Grad,0,No,No,Yes,No,No
63,38,153,1,1.3,Under,455,No,No,No,No,No
28,2,31,2,0.3,Grad,0,Yes,No,Yes,No,No
56,30,21,2,0.7,Grad,0,No,No,Yes,No,No
31,6,180,2,6.7,Under,0,No,No,No,No,No
46,20,82,3,0.7,Grad,0,No,No,Yes,Yes,No
42,18,90,4,0.8,Under,245,Yes,No,No,No,No
53,29,154,4,7.4,Prof,0,No,No,No,No,Yes
41,17,99,2,1.8,Grad,0,No,No,Yes,Yes,No
61,36,153,1,2.6,Grad,0,Yes,Yes,No,Yes,Yes
31,5,93,2,3.1,Grad,0,No,No,Yes,No,Yes
62,38,53,1,0,Grad,0,No,No,No,No,No
59,34,18,3,1.3,Grad,104,No,Yes,Yes,Yes,No
49,24,70,1,2.9,Under,0,No,No,No,No,No
65,39,100,4,1.7,Prof,0,No,No,No,Yes,No
30,6,193,3,6.3,Prof,0,No,No,Yes,No,Yes
32,7,125,1,0,Under,0,No,No,Yes,Yes,No
56,31,68,2,0,Prof,0,Yes,No,Yes,No,No
36,10,55,1,2,Under,95,No,No,Yes,No,No
58,34,152,4,3.6,Prof,0,No,No,No,No,Yes
27,3,84,3,1.5,Under,0,No,No,Yes,Yes,No
41,16,13,2,0,Prof,0,No,No,Yes,No,No
59,35,33,4,0.4,Under,131,No,No,No,Yes,No
56,32,89,4,1,Grad,90,Yes,No,Yes,No,No
52,26,93,1,2.4,Under,0,No,No,Yes,No,No
35,5,68,4,1.8,Prof,0,No,No,No,No,No
47,21,85,2,1.7,Grad,0,No,No,No,Yes,No
29,4,73,1,0.8,Grad,0,No,No,Yes,No,No
31,6,83,4,2.2,Grad,106,No,No,Yes,No,No
62,36,158,2,6.3,Prof,0,No,No,Yes,No,Yes
48,18,182,4,6,Prof,0,No,No,Yes,No,Yes
26,1,24,2,0.9,Prof,123,No,No,No,Yes,No
60,34,102,2,2,Under,0,No,No,Yes,Yes,No
35,11,53,3,2.8,Under,0,No,No,No,No,No
40,15,175,2,3.3,Under,0,No,No,Yes,No,No
31,5,28,3,1,Under,0,No,No,Yes,No,No
50,25,14,4,0.8,Under,0,No,No,Yes,No,No
33,7,139,1,4,Prof,106,No,Yes,Yes,Yes,Yes
37,11,34,3,0.9,Under,0,No,No,Yes,No,No
38,14,64,1,1.5,Prof,0,No,No,No,Yes,No
63,38,84,4,0.1,Grad,0,No,No,No,No,No
57,32,42,3,0.5,Grad,0,Yes,No,Yes,No,No
61,35,63,1,1.6,Under,0,No,No,Yes,No,No
37,12,100,3,1.2,Prof,341,No,No,Yes,Yes,No
51,25,190,2,4.2,Grad,0,No,No,Yes,No,Yes
44,20,22,1,1,Under,91,No,No,No,No,No
63,37,20,1,0.8,Grad,0,Yes,No,No,Yes,No
43,18,21,2,1.4,Grad,0,No,No,Yes,Yes,No
38,14,25,4,0.4,Grad,101,No,No,Yes,No,No
34,9,20,4,1.1,Prof,0,No,No,Yes,No,No
48,23,173,3,0.2,Under,0,No,Yes,Yes,Yes,Yes
29,5,81,2,2.5,Under,0,No,No,No,Yes,No
37,11,139,2,0.8,Grad,421,No,No,Yes,No,Yes
60,35,119,2,3.9,Under,0,Yes,No,Yes,No,No
46,20,74,4,2.6,Prof,104,No,No,Yes,No,No
