@relation UniversalBank-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Age numeric
@attribute Experience numeric
@attribute Income numeric
@attribute Family numeric
@attribute CCAvg numeric
@attribute Education {Under,Grad,Prof}
@attribute Mortgage numeric
@attribute SecuritiesAccount {Yes,No}
@attribute CDAccount {No,Yes}
@attribute Online {No,Yes}
@attribute CreditCard {No,Yes}
@attribute PersonalLoan {No,Yes}

@data
0.363636,0.369565,0.24537,0.666667,0.05,Prof,0.215748,No,No,Yes,No,No
0.704545,0.586957,0.310185,0.333333,0.45,Prof,0,No,No,No,No,No
0.227273,0.23913,0.527778,0,0,Under,0,No,No,Yes,Yes,No
0.363636,0.369565,0.310185,0.666667,0.3,Under,0,No,No,No,Yes,No
0.409091,0.391304,0.236111,1,0.02,Prof,0,No,No,No,No,No
0.386364,0.347826,0.074074,0.666667,0.1,Grad,0,No,No,Yes,No,No
0.136364,0.130435,0.773148,0.666667,0.33,Prof,0.51811,No,No,Yes,No,Yes
0.636364,0.652174,0.143519,0.333333,0.08,Under,0.286614,No,No,No,Yes,No
0.704545,0.717391,0.634259,0.333333,0.68,Under,0,Yes,No,No,No,No
0.545455,0.543478,0.074074,1,0.04,Grad,0.223622,No,No,Yes,No,No
0.681818,0.673913,0.055556,0.666667,0.01,Grad,0,No,No,No,No,No
0.159091,0.173913,0.356481,0,0.26,Grad,0,No,No,Yes,No,No
0.113636,0.130435,0.263889,0.666667,0.26,Prof,0,Yes,No,No,No,No
0.840909,0.826087,0.847222,1,0.56,Prof,0,No,No,No,No,Yes
0.636364,0.630435,0.013889,0.333333,0,Under,0,Yes,No,No,No,No
0.909091,0.869565,0.148148,0.333333,0.1,Prof,0.262992,No,No,No,No,No
0.340909,0.347826,0.212963,0.666667,0.07,Grad,0.308661,No,No,No,No,No
0.818182,0.826087,0.402778,0,0.38,Under,0,No,No,Yes,Yes,No
0.681818,0.695652,0.398148,1,0.1,Grad,0,No,No,Yes,No,No
0.181818,0.173913,0.328704,1,0.22,Grad,0,No,No,No,No,No
0.409091,0.434783,0.185185,0.666667,0.03,Prof,0,No,No,Yes,Yes,No
0.045455,0.086957,0.287037,1,0.26,Under,0,Yes,No,Yes,No,No
0.090909,0.130435,0.148148,0.666667,0.01,Grad,0.174803,No,No,Yes,No,No
0.613636,0.586957,0.166667,1,0.18,Under,0,No,No,Yes,Yes,No
0.613636,0.608696,0.162037,0,0.14,Prof,0.215748,No,No,Yes,No,No
0.454545,0.456522,0.097222,0,0.03,Prof,0,No,No,Yes,No,No
0.613636,0.586957,0.833333,0.666667,0.13,Under,0.289764,No,No,No,Yes,Yes
0.522727,0.5,0.490741,0,0,Under,0,No,No,Yes,Yes,No
0.159091,0.195652,0.203704,0.666667,0.07,Grad,0,No,No,Yes,No,No
0.431818,0.413043,0.023148,0,0.02,Under,0,No,No,Yes,No,No
0.431818,0.434783,0.402778,0.666667,0.05,Prof,0,No,No,No,No,No
0.136364,0.130435,0.351852,0,0.29,Prof,0,No,No,Yes,No,No
0.340909,0.369565,0.189815,0,0.18,Under,0,No,No,No,No,No
0.636364,0.608696,0.800926,0,0.17,Under,0,No,No,Yes,Yes,No
0.272727,0.282609,0.805556,0,0.03,Grad,0.36063,No,Yes,Yes,Yes,Yes
0.318182,0.347826,0.287037,0.333333,0.27,Under,0,No,No,No,No,No
0.545455,0.521739,0.328704,0.666667,0.11,Under,0.291339,No,No,Yes,Yes,No
0.727273,0.695652,0.24537,1,0.28,Grad,0,No,No,Yes,Yes,No
0.954545,0.956522,0.523148,0.333333,0.21,Under,0,No,No,Yes,No,No
0.795455,0.782609,0.12037,0.666667,0.02,Under,0.130709,No,No,Yes,No,No
0.704545,0.673913,0.810185,0,0.1,Under,0.696063,No,No,No,No,No
0.659091,0.673913,0.199074,0,0.16,Prof,0,Yes,No,No,Yes,No
0.113636,0.108696,0.287037,0.666667,0.03,Prof,0,No,No,No,Yes,No
0.204545,0.23913,0.143519,0,0.17,Under,0,No,No,Yes,Yes,No
0.636364,0.586957,0.351852,0.666667,0.2,Grad,0,No,No,No,No,No
0.454545,0.456522,0.527778,0,0.7,Under,0,No,No,Yes,Yes,No
0.431818,0.456522,0.634259,0,0.17,Under,0.207874,No,No,Yes,Yes,No
0.431818,0.434783,0.416667,0.333333,0.04,Under,0,No,No,Yes,Yes,No
0.409091,0.413043,0.328704,0,0.1,Prof,0.366929,No,No,Yes,No,No
0.25,0.23913,0.138889,0.333333,0.2,Prof,0,No,No,Yes,Yes,No
0.159091,0.195652,0.189815,0.666667,0.07,Grad,0.308661,No,No,No,Yes,No
0.204545,0.217391,0.138889,0,0.1,Under,0,No,No,Yes,No,No
0.522727,0.5,0.384259,1,0.26,Prof,0,No,No,No,No,No
0.340909,0.326087,0.097222,1,0.02,Under,0,No,No,No,Yes,No
0.318182,0.347826,0.759259,0.333333,0.65,Under,0,No,No,No,No,No
0.204545,0.23913,0.444444,0.333333,0.37,Under,0,No,No,No,Yes,Yes
0.272727,0.26087,0.231481,0,0.25,Under,0,No,No,Yes,Yes,No
0.159091,0.173913,0.75463,0.333333,0.19,Grad,0,No,No,No,No,Yes
0.159091,0.152174,0.300926,0.666667,0.33,Under,0,No,Yes,Yes,Yes,Yes
0.795455,0.76087,0.847222,0,0.29,Under,0,No,No,No,No,No
0.772727,0.652174,0.37963,0.333333,0.45,Prof,0,No,No,Yes,No,No
0.25,0.26087,0.217593,0.666667,0.23,Under,0,Yes,Yes,Yes,Yes,No
0.181818,0.152174,0.092593,0,0.2,Grad,0,No,No,No,No,No
0.363636,0.369565,0.157407,0,0.25,Prof,0,No,No,Yes,No,No
0.772727,0.782609,0.00463,0,0.01,Grad,0.143307,Yes,No,Yes,No,No
0.545455,0.521739,0.263889,0,0.15,Grad,0,Yes,No,Yes,No,No
0.636364,0.630435,0.583333,1,0.45,Prof,0,Yes,Yes,Yes,No,Yes
0.159091,0.195652,0.347222,1,0.34,Under,0,Yes,No,Yes,No,No
0.727273,0.673913,0.138889,0.666667,0.1,Grad,0,No,No,Yes,No,No
0.204545,0.195652,0.023148,1,0.03,Under,0,No,No,Yes,Yes,No
0.204545,0.217391,0.625,0.666667,0.29,Prof,0,No,No,Yes,No,Yes
0.477273,0.5,0.310185,1,0.19,Under,0,No,No,No,No,No
0.227273,0.217391,0.518519,0,0.32,Prof,0,No,No,Yes,No,Yes
0.590909,0.586957,0.384259,0,0.28,Grad,0,No,No,No,No,No
0.204545,0.195652,0.421296,0.333333,0.15,Prof,0,No,No,No,Yes,No
0.181818,0.217391,0.291667,0,0.01,Under,0.122835,Yes,No,No,No,No
0.318182,0.347826,0.476852,0,0.08,Grad,0,No,No,No,No,No
0.409091,0.391304,0.462963,0,0.52,Under,0,No,No,No,No,No
0.75,0.76087,0.694444,0,0.74,Under,0,No,No,No,No,No
0.727273,0.73913,0.337963,0.666667,0.267,Under,0,No,No,Yes,No,No
0.590909,0.565217,0.018519,0.333333,0.01,Prof,0,Yes,Yes,Yes,No,No
0.909091,0.869565,0.060185,0.333333,0.04,Under,0,No,No,Yes,No,No
0.727273,0.717391,0.217593,1,0.09,Under,0.338583,No,No,Yes,Yes,No
0.818182,0.826087,0.157407,0,0.18,Prof,0,No,No,Yes,No,No
0.409091,0.413043,0.337963,0.333333,0.04,Under,0,No,No,No,Yes,No
0.590909,0.608696,0.023148,1,0.02,Under,0.137008,No,No,No,No,No
0.568182,0.565217,0.574074,0,0.06,Under,0.247244,No,No,No,No,No
0.409091,0.413043,0.421296,0,0.1,Prof,0,No,No,Yes,No,No
0.613636,0.630435,0.069444,1,0.02,Under,0,No,No,No,Yes,No
0.113636,0.086957,0.148148,0,0.2,Grad,0,Yes,No,Yes,No,No
0.295455,0.304348,0.800926,0.666667,0.14,Under,0,No,No,No,No,Yes
0.340909,0.369565,0.481481,0.333333,0.22,Under,0.620472,No,No,No,No,No
0.25,0.26087,0.601852,0.333333,0.78,Under,0.35748,No,No,Yes,No,No
0.409091,0.434783,0.398148,0.666667,0.38,Grad,0.514961,Yes,Yes,Yes,No,Yes
0.454545,0.478261,0.486111,0,0.17,Under,0,No,No,No,No,No
0.159091,0.173913,0.481481,1,0.5,Grad,0,No,No,No,Yes,Yes
0.318182,0.326087,0.842593,0.333333,0.3,Under,0.748031,No,No,Yes,No,No
0.886364,0.869565,0.138889,0,0.11,Prof,0,No,No,Yes,No,No
0.386364,0.413043,0.111111,0,0.14,Prof,0.248819,No,No,Yes,No,No
0.272727,0.282609,0.444444,0.666667,0.06,Grad,0,No,No,No,Yes,No
0.931818,0.934783,0.162037,0,0.19,Grad,0,No,No,Yes,No,No
0.590909,0.586957,0.171296,0.666667,0.17,Grad,0,Yes,No,Yes,No,No
0.022727,0.043478,0.125,0.333333,0.17,Grad,0,No,No,No,No,No
0.295455,0.282609,0.157407,1,0.12,Grad,0,No,No,Yes,Yes,No
0.136364,0.152174,0.231481,0,0.08,Grad,0,No,No,Yes,Yes,No
0.136364,0.130435,0.439815,1,0.34,Under,0,No,No,Yes,No,Yes
0.113636,0.130435,0.291667,0,0.33,Grad,0.234646,Yes,Yes,Yes,No,Yes
0.227273,0.217391,0.027778,0,0.04,Grad,0.154331,No,No,Yes,No,No
0.295455,0.304348,0.416667,0.666667,0.12,Prof,0,Yes,No,No,Yes,No
0.431818,0.434783,0.37963,0,0.01,Grad,0,No,No,No,Yes,No
0.045455,0.065217,0.263889,1,0.02,Under,0,Yes,No,No,No,No
0.113636,0.108696,0.050926,1,0.04,Under,0,No,No,Yes,Yes,No
0.613636,0.608696,0.125,0.666667,0.17,Grad,0,No,No,Yes,Yes,No
0.25,0.26087,0.291667,1,0.13,Under,0,No,No,Yes,No,No
0.454545,0.478261,0.106481,0.666667,0.05,Under,0,No,No,No,No,No
0.886364,0.891304,0.162037,1,0.12,Grad,0,No,No,Yes,No,No
0.863636,0.847826,0.074074,0,0.15,Grad,0.137008,Yes,No,No,No,No
0.5,0.478261,0.231481,0.333333,0.04,Prof,0,Yes,No,No,Yes,No
0.431818,0.434783,0.49537,0.333333,0.04,Under,0,No,No,Yes,No,No
0.363636,0.391304,0.740741,0.333333,0.8,Under,0.23937,Yes,No,No,No,No
0.136364,0.173913,0.555556,0,0.15,Under,0,No,No,Yes,Yes,No
0.5,0.5,0.601852,0,0.7,Under,0,No,No,No,Yes,No
0.795455,0.76087,0.337963,0.666667,0.17,Grad,0,No,No,Yes,Yes,No
0.136364,0.130435,0.152778,1,0.13,Prof,0,No,No,Yes,No,No
0.204545,0.217391,0.532407,0.333333,0.29,Grad,0,No,No,Yes,No,Yes
0.318182,0.347826,0.291667,0.333333,0.27,Under,0.148031,No,No,Yes,No,No
0.568182,0.565217,0,0,0.04,Prof,0,No,No,No,Yes,No
0.386364,0.369565,0.157407,0.333333,0.07,Under,0.159055,No,No,Yes,No,No
0.136364,0.152174,0.25,0.333333,0.25,Under,0.289764,No,No,Yes,No,No
0.295455,0.326087,0.064815,1,0.1,Under,0.143307,Yes,No,Yes,No,No
0.272727,0.23913,0.138889,1,0.1,Grad,0,No,No,Yes,No,No
0.272727,0.304348,0.074074,1,0.04,Grad,0,No,No,No,No,No
0.886364,0.869565,0.194444,0.666667,0.24,Under,0,No,No,Yes,No,No
0.068182,0.086957,0.842593,1,0.13,Grad,0.310236,No,No,Yes,No,Yes
0.204545,0.217391,0.398148,0.333333,0.31,Under,0,No,No,Yes,No,No
0.909091,0.869565,0.726852,1,0.51,Prof,0,No,No,No,No,Yes
0.340909,0.326087,0.162037,1,0.12,Grad,0,No,No,No,Yes,No
0.613636,0.630435,0.185185,0,0.16,Grad,0,No,No,No,Yes,No
0.522727,0.521739,0.203704,0.666667,0.27,Grad,0.359055,No,No,No,Yes,No
0.613636,0.586957,0.351852,1,0.49,Under,0,No,No,Yes,No,No
0.863636,0.847826,0.569444,0,0.09,Under,0,No,No,Yes,No,No
0.25,0.23913,0.166667,1,0.02,Under,0,No,No,No,No,No
0.090909,0.108696,0.324074,1,0.02,Under,0.137008,No,No,No,No,No
0.863636,0.847826,0.032407,1,0.04,Grad,0,No,No,No,No,No
0.5,0.5,0.138889,1,0.19,Prof,0.226772,No,No,Yes,Yes,No
0.613636,0.608696,0.351852,0,0.13,Prof,0,Yes,No,Yes,No,No
0.477273,0.5,0.527778,0,0.03,Under,0,No,No,Yes,No,No
0.886364,0.847826,0.416667,0.333333,0.28,Under,0,No,No,No,No,No
0.5,0.456522,0.333333,0.666667,0.267,Grad,0,No,No,No,No,No
0.409091,0.434783,0.726852,0.333333,0.8,Under,0,No,No,Yes,No,No
0.159091,0.173913,0.523148,0.333333,0.33,Under,0,No,No,No,Yes,No
0.863636,0.869565,0.055556,0.666667,0.04,Grad,0.148031,No,No,No,No,No
0.5,0.478261,0.013889,0,0.02,Under,0.143307,No,No,No,No,No
0.818182,0.826087,0.171296,0,0.18,Prof,0,No,No,Yes,No,No
0.159091,0.195652,0.509259,0.333333,0.28,Grad,0,No,No,No,No,Yes
0.840909,0.847826,0.027778,0.333333,0.03,Under,0.171654,No,No,Yes,Yes,No
0.363636,0.347826,0.101852,0.666667,0.02,Grad,0,No,No,No,No,No
0.75,0.717391,0.171296,0,0.02,Under,0.154331,No,No,No,No,No
0.75,0.76087,0.333333,0.666667,0.267,Under,0,No,No,Yes,No,No
0.090909,0.086957,0.078704,1,0.03,Grad,0,No,No,Yes,Yes,No
0.977273,0.956522,0.62963,0,0.25,Under,0,Yes,Yes,Yes,Yes,No
0.454545,0.478261,0.351852,1,0.02,Prof,0.467717,No,No,Yes,No,No
0.681818,0.695652,0.064815,0.333333,0.04,Under,0,No,No,Yes,No,No
0.477273,0.456522,0.115741,0.666667,0.15,Under,0,No,No,Yes,Yes,No
0.704545,0.673913,0.240741,1,0.26,Prof,0,No,No,No,No,No
0.181818,0.195652,0.337963,1,0.22,Grad,0.182677,No,No,Yes,No,No
0.340909,0.347826,0.74537,0,0.68,Prof,0,No,Yes,Yes,Yes,Yes
0.113636,0.108696,0.25463,0.333333,0.16,Prof,0,No,No,Yes,No,No
0.636364,0.630435,0.018519,0.333333,0.07,Prof,0.171654,No,No,Yes,Yes,No
0.659091,0.652174,0.032407,1,0.08,Under,0.159055,No,No,No,No,No
0.931818,0.891304,0.143519,0,0.05,Prof,0,Yes,Yes,Yes,Yes,No
0.136364,0.152174,0.166667,1,0.2,Grad,0,No,No,Yes,No,No
0.25,0.282609,0.472222,0,0.4,Under,0,No,No,Yes,No,No
0.227273,0.23913,0.564815,0.666667,0.63,Grad,0.155906,No,No,No,Yes,Yes
0.522727,0.521739,0.152778,0,0.14,Prof,0.201575,No,No,Yes,No,No
0.568182,0.543478,0.236111,0,0.14,Prof,0.379528,No,No,Yes,No,No
0.659091,0.673913,0.143519,0.333333,0.08,Under,0,No,No,Yes,No,No
0.477273,0.478261,0.125,1,0,Grad,0,No,No,Yes,No,No
0.636364,0.652174,0.333333,0,0.26,Grad,0,No,No,Yes,Yes,No
0.545455,0.5,0.337963,0,0.267,Grad,0,No,No,Yes,No,No
0.363636,0.347826,0.106481,0.333333,0.08,Prof,0,No,No,No,No,No
0.431818,0.434783,0.393519,1,0.19,Prof,0,No,No,No,No,No
0.772727,0.782609,0.171296,1,0.15,Under,0.32126,No,No,Yes,No,No
0.295455,0.326087,0.148148,0.333333,0.06,Prof,0,No,No,Yes,Yes,No
0.090909,0.086957,0.333333,0.333333,0.16,Prof,0.291339,No,No,Yes,Yes,No
0.181818,0.217391,0.055556,0,0.04,Prof,0,No,No,Yes,No,No
0.909091,0.869565,0.152778,0,0.05,Prof,0,No,No,No,Yes,No
0.25,0.23913,0.106481,0,0.03,Under,0.16378,No,No,Yes,Yes,No
0.659091,0.652174,0.125,1,0.02,Grad,0,No,No,Yes,No,No
0.772727,0.73913,0.148148,0.666667,0.14,Prof,0.215748,No,No,Yes,Yes,No
0.909091,0.913043,0.351852,0,0.18,Prof,0,No,No,No,No,No
0.068182,0.086957,0.208333,0.333333,0.16,Prof,0,No,No,Yes,No,No
0.272727,0.173913,0.356481,1,0.4,Prof,0,No,No,Yes,No,No
0.795455,0.782609,0.601852,0.333333,0.39,Under,0,No,No,Yes,No,No
0.204545,0.108696,0.291667,0.333333,0.175,Prof,0.170079,No,No,No,No,No
0.931818,0.913043,0.486111,0,0.08,Prof,0,No,No,No,Yes,No
0.613636,0.565217,0.069444,0.333333,0.1,Grad,0,Yes,No,No,No,No
0.25,0.26087,0.25,0.666667,0.23,Under,0,No,No,No,No,No
0.295455,0.304348,0.027778,1,0.02,Prof,0.15748,No,No,Yes,Yes,No
0.454545,0.456522,0.240741,0.333333,0.22,Prof,0,No,No,No,Yes,No
0.113636,0.152174,0.398148,0.666667,0.08,Under,0.371654,No,No,Yes,No,No
0.931818,0.913043,0.347222,0.666667,0.18,Grad,0,No,No,Yes,No,No
0.840909,0.826087,0.564815,0.666667,0.63,Prof,0.688189,No,Yes,Yes,Yes,Yes
0.886364,0.869565,0.24537,1,0.17,Under,0,No,No,No,No,No
0.090909,0.108696,0.388889,0.333333,0.31,Under,0.280315,No,No,Yes,No,No
0.431818,0.413043,0.055556,0.333333,0.08,Prof,0.184252,No,No,Yes,Yes,No
0.5,0.5,0.861111,0.333333,0.88,Under,0.674016,No,No,No,No,No
0.295455,0.282609,0.305556,0,0.25,Under,0,No,No,No,Yes,No
0.568182,0.543478,0.351852,0.333333,0.04,Prof,0.228346,No,No,No,No,No
0.954545,0.934783,0.416667,0.666667,0.18,Grad,0.524409,No,No,No,No,No
0.363636,0.391304,0.203704,0.666667,0.233,Under,0,No,No,Yes,No,No
0.636364,0.630435,0.217593,0,0.13,Grad,0.371654,No,No,No,Yes,No
0.159091,0.195652,0.259259,1,0.34,Under,0.184252,No,No,No,No,No
0.954545,0.934783,0.555556,0,0.25,Under,0.255118,No,No,Yes,No,No
0.340909,0.347826,0.486111,1,0.17,Grad,0,No,No,No,Yes,Yes
0.136364,0.130435,0.194444,0.666667,0.11,Grad,0,No,No,No,Yes,No
0.431818,0.456522,0.212963,1,0.22,Grad,0,No,No,No,No,No
0.909091,0.891304,0.560185,0,0.09,Under,0.576378,No,No,Yes,No,No
0.522727,0.521739,0.342593,1,0.04,Under,0,No,No,No,No,No
0.886364,0.891304,0.425926,1,0.17,Grad,0,No,No,Yes,No,No
0.795455,0.804348,0.166667,1,0.22,Under,0,Yes,No,No,No,No
0.75,0.717391,0.722222,1,0.05,Grad,0.368504,No,Yes,Yes,Yes,Yes
0.75,0.73913,0.337963,0.333333,0.37,Under,0.190551,No,No,Yes,Yes,No
0.25,0.282609,0.291667,0,0.01,Under,0.404724,No,No,Yes,Yes,No
0.431818,0.434783,0.092593,0,0.05,Prof,0.141732,No,No,No,No,No
0.159091,0.195652,0.333333,0.666667,0.15,Under,0.344882,No,No,Yes,No,No
0.863636,0.826087,0.37963,1,0.19,Grad,0,No,No,Yes,No,No
0.340909,0.369565,0.305556,0,0.36,Grad,0,No,No,Yes,Yes,No
0.613636,0.608696,0.027778,0.333333,0.07,Prof,0,Yes,No,Yes,No,No
0.863636,0.847826,0.069444,0.333333,0.05,Grad,0.162205,No,No,Yes,No,No
0.409091,0.434783,0.671296,0,0.17,Under,0.530709,No,No,No,Yes,No
0.431818,0.413043,0.138889,0.666667,0.09,Prof,0,No,No,No,No,No
0.136364,0.173913,0.481481,0.333333,0.2,Grad,0.601575,Yes,No,No,No,No
0.636364,0.630435,0.634259,0,0.81,Under,0.625197,No,No,No,Yes,No
0.204545,0.195652,0.092593,0.333333,0.03,Grad,0.138583,No,No,Yes,No,No
0.25,0.26087,0.106481,1,0.11,Prof,0,No,No,Yes,Yes,No
0.068182,0.108696,0.865741,0,0.633,Under,0,No,No,Yes,Yes,No
0.704545,0.586957,0.194444,0.666667,0.2,Prof,0,No,No,Yes,Yes,No
0.340909,0.369565,0.291667,1,0.2,Prof,0,No,No,No,No,No
0.886364,0.847826,0.060185,0.666667,0.03,Prof,0,No,No,No,No,No
0.318182,0.304348,0.125,0.333333,0.08,Prof,0.19685,No,No,No,No,No
0.522727,0.521739,0.157407,0,0.24,Under,0,No,No,Yes,Yes,No
0.659091,0.652174,0.324074,1,0.36,Prof,0.222047,No,No,Yes,No,No
0.204545,0.195652,0.300926,1,0.22,Grad,0,No,No,No,No,No
0.590909,0.608696,0.208333,0.333333,0.1,Prof,0.285039,No,No,No,No,No
0.113636,0.130435,0.199074,0.333333,0.16,Prof,0.193701,No,No,No,No,No
0.727273,0.717391,0.148148,0.333333,0.23,Prof,0,No,No,Yes,No,No
0.659091,0.630435,0.787037,0,0.1,Under,0,No,No,No,No,No
0.204545,0.195652,0.125,0.333333,0.03,Under,0,No,No,No,Yes,No
0.181818,0.217391,0.851852,0,0,Grad,0,No,No,Yes,No,Yes
0.090909,0.130435,0.532407,0,0.54,Under,0,No,No,No,No,No
0.204545,0.173913,0.185185,0.333333,0.167,Grad,0,Yes,Yes,Yes,Yes,No
0.659091,0.630435,0.171296,0.666667,0.06,Grad,0,No,No,No,No,No
0.659091,0.673913,0.032407,0,0.02,Under,0,No,No,Yes,No,No
0.613636,0.586957,0.328704,0,0.03,Under,0.188976,No,No,Yes,No,No
0.204545,0.173913,0.25463,1,0.2,Grad,0,Yes,No,Yes,No,No
0.863636,0.826087,0.101852,0.333333,0.02,Prof,0,No,No,Yes,No,No
0.840909,0.847826,0.634259,1,0.69,Under,0.598425,No,No,No,Yes,Yes
0.113636,0.152174,0.111111,0.666667,0.1,Grad,0,No,No,No,No,No
0.25,0.26087,0.259259,0.333333,0.01,Under,0.352756,No,No,Yes,Yes,No
0.181818,0.217391,0.351852,0,0.01,Under,0,No,No,Yes,No,No
0.181818,0.173913,0.060185,0,0.04,Grad,0,No,No,Yes,No,No
0.886364,0.891304,0.421296,1,0.17,Grad,0,No,No,Yes,No,No
0.545455,0.543478,0.125,0.333333,0.13,Under,0,No,No,Yes,No,No
0.613636,0.586957,0.796296,0,0.17,Under,0,No,No,Yes,Yes,No
0.295455,0.326087,0.157407,0,0.133,Under,0,No,No,Yes,No,No
0.068182,0.065217,0.791667,1,0.21,Grad,0,No,No,No,No,Yes
0.636364,0.652174,0.157407,1,0.01,Prof,0,No,No,No,No,No
0.659091,0.608696,0.796296,0.333333,0.9,Grad,0.467717,No,No,Yes,No,Yes
0.272727,0.304348,0.342593,1,0.34,Under,0,No,No,No,No,No
0.431818,0.413043,0.217593,0.333333,0.07,Under,0.234646,No,No,No,No,No
0.295455,0.326087,0.328704,0.333333,0.22,Under,0,No,No,Yes,No,No
0.409091,0.434783,0.185185,0.333333,0.06,Prof,0.338583,No,No,No,Yes,No
0.590909,0.608696,0.393519,0,0.27,Under,0,Yes,No,Yes,No,No
0.772727,0.76087,0.069444,0.333333,0.02,Prof,0,No,No,No,No,No
0.477273,0.5,0.194444,0.666667,0.233,Under,0.314961,No,No,No,No,No
0.840909,0.804348,0.356481,0.333333,0.2,Under,0,No,No,Yes,No,No
0.340909,0.369565,0.125,0,0.15,Grad,0.152756,No,No,Yes,No,No
0.068182,0.108696,0.75463,0.666667,0.6,Grad,0,No,No,Yes,No,Yes
0.136364,0.108696,0.097222,1,0.15,Grad,0,No,No,No,Yes,No
0.818182,0.826087,0.351852,0,0.18,Prof,0,No,No,Yes,Yes,No
0.636364,0.652174,0.055556,1,0.05,Grad,0,No,No,Yes,No,No
0.613636,0.608696,0.027778,0,0.04,Prof,0,No,No,Yes,Yes,No
0.272727,0.282609,0.791667,0,0.86,Under,0.562205,No,No,No,No,No
0.863636,0.869565,0.185185,0,0.08,Under,0.248819,No,No,Yes,No,No
0.431818,0.413043,0.305556,0,0.28,Under,0,No,No,Yes,No,No
0.727273,0.695652,0.208333,0,0.14,Under,0,No,No,No,No,No
0.613636,0.608696,0.347222,0,0.28,Grad,0,No,No,Yes,Yes,No
0.931818,0.934783,0.75463,0.333333,0.21,Under,0.68189,No,No,No,No,No
0.704545,0.673913,0.356481,1,0.49,Under,0,No,No,Yes,No,No
0.613636,0.630435,0.138889,1,0.09,Grad,0,No,No,Yes,No,No
0.181818,0.173913,0.356481,0.666667,0.16,Under,0.247244,No,No,Yes,Yes,No
0.204545,0.23913,0.328704,0,0.01,Under,0,No,No,No,No,No
0.477273,0.478261,0.282407,1,0.04,Under,0,No,No,No,No,No
0.840909,0.826087,0.162037,0.666667,0.09,Prof,0,No,No,Yes,Yes,No
0.840909,0.804348,0.115741,0.333333,0.03,Under,0.159055,No,No,Yes,No,No
0.886364,0.891304,0.157407,0.666667,0.01,Prof,0.234646,No,No,No,Yes,No
0.522727,0.521739,0.148148,1,0.19,Prof,0.192126,No,No,Yes,No,No
0.772727,0.782609,0.162037,0,0.18,Prof,0,No,No,No,No,No
0.159091,0.173913,0.055556,1,0.05,Prof,0.184252,No,No,No,No,No
0.795455,0.76087,0.263889,0.666667,0.25,Under,0.349606,No,No,Yes,No,No
0.363636,0.347826,0.606481,0.666667,0.34,Under,0.76063,No,No,Yes,No,Yes
0.840909,0.826087,0.587963,0.666667,0.03,Prof,0,No,No,Yes,No,Yes
0.818182,0.804348,0.351852,0.666667,0.16,Prof,0,No,No,Yes,No,No
0.613636,0.630435,0.791667,0,0.29,Prof,0,No,No,No,Yes,Yes
0.909091,0.913043,0.171296,1,0.13,Grad,0.135433,No,No,No,No,No
0.090909,0.130435,0.467593,0.333333,0.25,Under,0,No,No,Yes,No,No
0.704545,0.695652,0.12037,1,0.01,Prof,0,No,No,Yes,No,No
0.886364,0.869565,0.712963,0,0.13,Under,0,No,No,Yes,No,No
0.840909,0.804348,0.449074,0.333333,0.14,Under,0,No,No,Yes,No,No
0.340909,0.326087,0.064815,0.666667,0.02,Grad,0,No,No,Yes,No,No
0.25,0.23913,0.342593,0.333333,0.18,Under,0.280315,No,No,Yes,Yes,No
0.954545,0.956522,0.449074,1,0.17,Grad,0.362205,Yes,No,Yes,No,No
0.727273,0.73913,0.25,0,0.18,Prof,0,No,No,Yes,No,No
0.772727,0.73913,0.342593,0.333333,0.2,Under,0.130709,No,No,No,Yes,No
0.090909,0.130435,0.296296,1,0,Under,0,No,No,Yes,No,No
0.272727,0.282609,0.138889,1,0.17,Under,0,No,No,Yes,Yes,No
0.659091,0.673913,0.078704,1,0.1,Under,0,No,No,No,No,No
0.5,0.391304,0.055556,0,0.075,Prof,0,No,No,Yes,No,No
0.136364,0.130435,0.333333,1,0.18,Grad,0,No,No,Yes,Yes,No
0.477273,0.456522,0.351852,0.666667,0.11,Under,0,No,No,No,No,No
0.545455,0.565217,0.115741,0,0.1,Under,0,No,No,Yes,Yes,No
0.886364,0.869565,0.217593,0.666667,0.09,Prof,0,No,No,Yes,No,No
0.659091,0.652174,0.115741,0.333333,0.07,Grad,0,No,No,No,Yes,No
0.545455,0.565217,0.842593,1,0.03,Prof,0.480315,No,No,No,No,Yes
0.431818,0.456522,0.162037,0,0.03,Prof,0.248819,No,No,No,No,No
0.954545,0.956522,0.171296,0.666667,0.01,Prof,0,No,No,Yes,No,No
0.431818,0.456522,0.615741,0,0.35,Under,0,No,No,No,No,No
0.386364,0.413043,0.282407,1,0.24,Under,0,No,No,Yes,No,No
0.204545,0.23913,0.324074,1,0.01,Grad,0,No,No,Yes,No,No
0.386364,0.391304,0.351852,0,0.37,Prof,0,No,No,Yes,No,No
0.727273,0.695652,0.759259,0,0.52,Grad,0,No,No,No,No,Yes
0.204545,0.195652,0.199074,1,0.02,Under,0.24252,Yes,No,No,Yes,No
0.795455,0.673913,0.310185,0,0.14,Prof,0,No,No,Yes,No,No
0.522727,0.543478,0.810185,0,0.31,Grad,0,No,Yes,Yes,Yes,Yes
0.681818,0.565217,0.055556,1,0.04,Prof,0,No,No,Yes,Yes,No
