@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R12,14-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R8,10,13-14-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace객실등급-R1-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace생존여부-R2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace성별-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace나이-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace동승_형제_배우자수-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace동승_부모_자녀수-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace요금-R7-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace탑승위치-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace구명보트번호-Rlast-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:1등급,2:2등급,3:3등급-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N0:사망,1:생존-weka.filters.unsupervised.attribute.RenameNominalValues-R3-Nfemale:여성,male:남성-weka.filters.unsupervised.attribute.Reorder-R1,3-last,2-weka.filters.unsupervised.attribute.Standardize'

@attribute 객실등급 {1등급,2등급,3등급}
@attribute 성별 {여성,남성}
@attribute 나이 numeric
@attribute 동승_형제_배우자수 numeric
@attribute 동승_부모_자녀수 numeric
@attribute 요금 numeric
@attribute 탑승위치 {C,Q,S}
@attribute 구명보트번호 {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}
@attribute 생존여부 {사망,생존}

@data
2등급,남성,-2.003756,1.441112,0.710492,0.110214,S,11,생존
2등급,여성,-1.795618,1.441112,0.710492,0.110214,S,11,생존
2등급,여성,-1.240582,1.441112,0.710492,0.110214,S,13,생존
2등급,여성,0.424523,-0.478904,3.021134,0.110214,S,11,생존
2등급,남성,0.285764,-0.478904,-0.444829,-0.392117,S,13,생존
2등급,여성,-0.754927,-0.478904,-0.444829,-0.392117,S,12,생존
2등급,남성,-0.477409,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.269271,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.8408,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.199891,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,-0.40803,-0.478904,-0.444829,-0.392117,S,11,생존
2등급,여성,-1.032444,-0.478904,1.865813,0.110214,S,14,생존
2등급,남성,2.089629,0.481104,0.710492,0.110214,S,?,사망
2등급,여성,0.702041,0.481104,0.710492,0.110214,S,14,생존
2등급,여성,-0.685547,0.481104,-0.444829,-0.140952,S,12,생존
2등급,남성,-0.33865,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,0.424523,-0.478904,-0.444829,-0.392117,S,9,생존
2등급,남성,-0.33865,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.8408,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,0.8408,-0.478904,-0.444829,-0.392117,S,?,생존
2등급,남성,-2.015321,-0.478904,1.865813,-0.082991,S,13,생존
2등급,남성,-0.269271,0.481104,0.710492,-0.082991,S,13,생존
2등급,여성,-0.546788,0.481104,0.710492,-0.082991,S,13,생존
2등급,여성,0.355144,-0.478904,-0.444829,-0.237554,S,14,생존
2등급,남성,?,-0.478904,-0.444829,-0.643283,S,?,사망
2등급,남성,-0.754927,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,0.979558,0.481104,-0.444829,-0.140952,S,?,사망
2등급,남성,1.673352,0.481104,-0.444829,-0.140952,S,?,사망
2등급,남성,1.534594,-0.478904,-0.444829,-0.382457,S,?,사망
2등급,남성,0.493903,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.061133,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.33865,0.481104,0.710492,-0.06367,S,12,생존
2등급,여성,1.048938,-0.478904,1.865813,-0.06367,S,12,생존
2등급,남성,-0.061133,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.130512,0.481104,-0.444829,-0.140952,S,14,생존
2등급,남성,-0.061133,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,-0.130512,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.40803,-0.478904,-0.444829,-0.440419,S,9,생존
2등급,여성,-1.5181,-0.478904,1.865813,-0.136122,S,14,생존
2등급,남성,0.077626,0.481104,0.710492,-0.136122,S,?,사망
2등급,여성,0.077626,0.481104,0.710492,-0.136122,S,14,생존
2등급,여성,-0.546788,-0.478904,-0.444829,-0.440419,S,14,생존
2등급,여성,0.008247,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,?,-0.478904,-0.444829,-0.237554,S,?,사망
2등급,남성,-0.616168,-0.478904,-0.444829,-0.421098,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.643283,S,?,사망
2등급,남성,-1.5181,0.481104,0.710492,0.066743,S,14,생존
2등급,남성,-0.824306,-0.478904,-0.444829,0.776769,S,?,사망
2등급,여성,1.257076,-0.478904,1.865813,0.066743,S,14,생존
2등급,여성,-0.130512,-0.478904,-0.444829,-0.392117,S,13,생존
2등급,남성,0.147006,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.893685,-0.478904,-0.444829,0.776769,S,?,사망
2등급,남성,-0.061133,0.481104,-0.444829,-0.107705,C,?,사망
2등급,여성,-0.40803,0.481104,-0.444829,-0.107705,C,12,생존
2등급,남성,-0.33865,-0.478904,-0.444829,-0.034689,S,?,사망
2등급,남성,-0.824306,-0.478904,-0.444829,0.776769,S,?,사망
2등급,여성,-0.824306,-0.478904,0.710492,-0.198913,S,?,생존
2등급,여성,0.285764,-0.478904,0.710492,-0.198913,S,?,생존
2등급,남성,1.673352,-0.478904,-0.444829,-0.140952,S,?,사망
2등급,남성,-1.5181,-0.478904,1.865813,-0.015369,S,10,생존
2등급,남성,0.8408,0.481104,0.710492,-0.015369,S,?,사망
2등급,여성,0.285764,0.481104,0.710492,-0.015369,S,10,생존
2등급,여성,-0.199891,0.481104,-0.444829,-0.375535,C,12,생존
2등급,여성,0.008247,0.481104,-0.444829,-0.375535,C,12,생존
2등급,남성,-0.477409,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.616168,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.824306,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.702041,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.061133,0.481104,-0.444829,-0.140952,S,16,생존
2등급,남성,-0.824306,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,0.424523,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.643283,S,?,사망
2등급,여성,0.563282,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.355144,-0.478904,-0.444829,-0.140952,S,?,사망
2등급,남성,0.563282,0.481104,-0.444829,-0.237554,S,?,사망
2등급,남성,0.285764,0.481104,-0.444829,-0.237554,S,?,사망
2등급,여성,0.285764,-0.478904,-0.444829,-0.392117,S,12,생존
2등급,남성,-0.963065,-0.478904,-0.444829,-0.140952,S,?,사망
2등급,남성,-0.269271,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,1.187697,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,-0.616168,0.481104,-0.444829,-0.421098,S,?,사망
2등급,남성,-0.616168,0.481104,-0.444829,-0.421098,S,?,사망
2등급,남성,-0.40803,-0.478904,-0.444829,-0.382457,S,?,사망
2등급,남성,-0.40803,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.285764,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.008247,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,1.534594,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.008247,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-2.02688,0.481104,0.710492,-0.363137,S,4,생존
2등급,여성,-0.40803,-0.478904,1.865813,-0.363137,S,4,생존
2등급,남성,0.979558,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,-1.656859,-0.478904,0.710492,-0.005709,S,11,생존
2등급,남성,-0.130512,-0.478904,0.710492,-0.005709,S,?,사망
2등급,남성,2.228388,-0.478904,-0.444829,-0.440419,S,15,생존
2등급,남성,0.008247,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,여성,-1.587479,-0.478904,1.865813,-0.136122,S,14,생존
2등급,남성,0.910179,0.481104,0.710492,-0.136122,S,?,사망
2등급,여성,1.048938,0.481104,0.710492,-0.136122,S,14,생존
2등급,여성,-0.40803,0.481104,1.865813,0.612545,S,9,생존
2등급,여성,-0.40803,0.481104,1.865813,0.612545,S,9,생존
2등급,남성,1.326455,0.481104,1.865813,0.612545,S,?,사망
2등급,여성,1.257076,0.481104,1.865813,0.612545,S,9,생존
2등급,여성,1.742732,-0.478904,-0.444829,-0.334156,S,13,생존
2등급,남성,-0.40803,1.441112,-0.444829,0.776769,S,?,사망
2등급,남성,0.147006,1.441112,-0.444829,0.776769,S,?,사망
2등급,남성,-0.616168,1.441112,-0.444829,0.776769,S,?,사망
2등급,여성,-0.824306,0.481104,0.710492,-0.392117,S,?,사망
2등급,여성,-0.685547,1.441112,0.710492,-0.198913,S,4,생존
2등급,남성,-0.477409,1.441112,0.710492,-0.421098,S,?,사망
2등급,남성,0.424523,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,1.673352,0.481104,3.021134,-0.198913,S,4,생존
2등급,남성,1.395835,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.979558,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.061133,0.481104,-0.444829,-0.140952,S,10,생존
2등급,남성,-0.616168,-0.478904,-0.444829,0.776769,S,?,사망
2등급,남성,0.8408,-0.478904,-0.444829,-0.392117,S,10,생존
2등급,남성,2.297767,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,2.089629,0.481104,-0.444829,-0.140952,S,?,사망
2등급,남성,0.216385,-0.478904,-0.444829,-0.406125,S,?,사망
2등급,여성,-0.893685,-0.478904,-0.444829,-0.440419,S,?,생존
2등급,남성,0.8408,0.481104,-0.444829,-0.121631,S,?,사망
2등급,여성,-0.40803,1.441112,0.710492,-0.121631,S,12,생존
2등급,남성,1.187697,-0.478904,-0.444829,-0.353477,S,?,사망
2등급,남성,-0.40803,1.441112,-0.444829,-0.034689,S,?,사망
2등급,남성,-0.546788,1.441112,-0.444829,-0.034689,S,?,사망
2등급,남성,0.147006,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,여성,-0.477409,-0.478904,-0.444829,-0.376822,C,11,생존
2등급,남성,0.285764,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.40803,0.481104,-0.444829,-0.140952,S,12,생존
2등급,여성,-0.546788,-0.478904,-0.444829,-0.237554,S,?,사망
2등급,여성,?,-0.478904,-0.444829,-0.404676,Q,10,생존
2등급,남성,0.355144,-0.478904,-0.444829,-0.404676,Q,?,사망
2등급,여성,1.048938,-0.478904,-0.444829,-0.382457,S,9,생존
2등급,남성,1.881491,-0.478904,-0.444829,-0.404676,Q,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.643283,S,?,사망
2등급,남성,0.077626,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,여성,-0.269271,0.481104,0.710492,-0.140952,S,?,사망
2등급,남성,0.008247,0.481104,0.710492,-0.140952,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.436394,Q,?,사망
2등급,여성,-2.003756,0.481104,1.865813,0.160045,C,14,생존
2등급,여성,-1.864997,0.481104,1.865813,0.160045,C,14,생존
2등급,남성,-0.33865,0.481104,1.865813,0.160045,C,?,사망
2등급,여성,-0.546788,0.481104,1.865813,0.160045,C,14,생존
2등급,여성,-0.893685,-0.478904,-0.444829,-0.411438,C,12,생존
2등급,여성,?,-0.478904,-0.444829,-0.005709,S,11,생존
2등급,여성,0.285764,-0.478904,-0.444829,-0.440419,S,14,생존
2등급,남성,0.424523,-0.478904,-0.444829,-0.394533,C,?,사망
2등급,남성,-0.40803,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,2.159008,-0.478904,-0.444829,-0.404676,Q,?,사망
2등급,남성,1.395835,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,0.8408,0.481104,-0.444829,-0.140952,S,?,생존
2등급,여성,1.881491,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.352592,C,?,사망
2등급,남성,-2.003756,-0.478904,1.865813,0.071654,C,10,생존
2등급,남성,0.077626,0.481104,0.710492,0.071654,C,?,사망
2등급,여성,-0.40803,0.481104,0.710492,0.071654,C,10,생존
2등급,남성,?,-0.478904,-0.444829,-0.342286,C,?,사망
2등급,남성,0.008247,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.702041,-0.478904,-0.444829,-0.334156,S,?,사망
2등급,남성,0.147006,-0.478904,-0.444829,-0.382457,S,?,사망
2등급,남성,0.008247,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,1.118317,-0.478904,-0.444829,-0.140952,S,?,사망
2등급,여성,-1.171203,-0.478904,0.710492,-0.266535,S,14,생존
2등급,여성,0.77142,-0.478904,0.710492,-0.266535,S,14,생존
2등급,남성,-0.754927,-0.478904,-0.444829,-0.440419,S,B,생존
2등급,남성,0.632661,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,1.257076,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,2.783423,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,-0.199891,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,1.673352,-0.478904,-0.444829,-0.372797,S,?,사망
2등급,남성,0.632661,-0.478904,-0.444829,-0.140952,S,?,사망
2등급,남성,-0.963065,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,2.228388,-0.478904,-0.444829,-0.456116,Q,?,사망
2등급,남성,0.181695,0.481104,-0.444829,-0.062302,C,?,사망
2등급,여성,-1.101824,0.481104,-0.444829,-0.062302,C,?,생존
2등급,남성,-1.934376,0.481104,0.710492,-0.140952,S,D,생존
2등급,남성,-1.864997,0.481104,0.710492,-0.140952,S,D,생존
2등급,남성,0.459213,-0.478904,1.865813,-0.140952,S,?,사망
2등급,남성,-0.269271,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.754927,0.481104,0.710492,0.066743,S,?,사망
2등급,남성,-0.130512,-0.478904,-0.444829,-0.382457,S,?,사망
2등급,남성,-0.685547,-0.478904,-0.444829,-0.375454,C,7,생존
2등급,여성,-0.061133,-0.478904,-0.444829,-0.440419,S,11,생존
2등급,남성,0.632661,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.546788,-0.478904,-0.444829,-0.440419,S,13,생존
2등급,남성,?,-0.478904,-0.444829,-0.375454,C,9,생존
2등급,남성,-0.477409,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,-0.061133,-0.478904,-0.444829,-0.375535,C,9,생존
2등급,남성,-0.130512,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.643283,S,?,사망
2등급,여성,1.395835,-0.478904,0.710492,-0.140952,S,12,생존
2등급,남성,-0.754927,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.352511,C,?,사망
2등급,남성,0.77142,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,-0.616168,-0.478904,0.710492,-0.237554,S,12,생존
2등급,여성,-0.754927,-0.478904,-0.444829,-0.140952,S,11,생존
2등급,남성,0.910179,-0.478904,0.710492,-0.237554,S,?,사망
2등급,여성,0.147006,-0.478904,-0.444829,-0.392117,S,9,생존
2등급,남성,0.285764,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.008247,-0.478904,-0.444829,-0.397189,C,14,생존
2등급,남성,-0.199891,-0.478904,-0.444829,-0.352833,C,?,사망
2등급,여성,-1.934376,0.481104,0.710492,-0.140952,S,11,생존
2등급,여성,-1.5181,0.481104,0.710492,-0.140952,S,11,생존
2등급,여성,0.216385,-0.478904,1.865813,-0.140952,S,11,생존
2등급,남성,0.424523,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,0.285764,0.481104,-0.444829,-0.237554,S,12,사망
2등급,여성,0.008247,2.401119,-0.444829,-0.237554,S,?,생존
2등급,여성,-0.130512,-0.478904,-0.444829,-0.392117,S,9,생존
2등급,남성,-0.477409,-0.478904,-0.444829,-0.352592,C,?,사망
2등급,남성,-2.015321,0.481104,0.710492,-0.281025,S,4,생존
2등급,남성,-1.864997,0.481104,0.710492,-0.281025,S,4,생존
2등급,여성,-0.40803,1.441112,3.021134,-0.281025,S,4,생존
2등급,여성,1.395835,-0.478904,-0.444829,-0.440419,S,13,생존
2등급,남성,-0.754927,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,여성,-0.616168,-0.478904,-0.444829,-0.440419,S,12,생존
2등급,남성,-0.269271,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.33865,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-0.199891,-0.478904,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.33865,-0.478904,0.710492,-0.140952,S,12,생존
2등급,여성,-0.824306,-0.478904,1.865813,-0.392117,S,16,생존
2등급,여성,-0.685547,-0.478904,-0.444829,0.066743,S,11,생존
2등급,여성,0.008247,-0.478904,-0.444829,-0.392117,S,10,생존
2등급,남성,2.020249,-0.478904,-0.444829,-0.382457,S,?,사망
2등급,여성,0.008247,-0.478904,-0.444829,-0.404676,Q,13,생존
2등급,남성,0.355144,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,여성,0.702041,-0.478904,-0.444829,-0.392117,S,9,생존
2등급,남성,-0.33865,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,0.77142,-0.478904,-0.444829,-0.352592,C,?,사망
2등급,남성,-0.33865,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,-0.789616,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,남성,-1.101824,-0.478904,-0.444829,0.612545,S,?,사망
2등급,여성,1.395835,-0.478904,-0.444829,-0.440419,S,9,생존
2등급,남성,-0.477409,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,-0.130512,-0.478904,-0.444829,-0.39888,S,?,생존
2등급,여성,-0.199891,-0.478904,-0.444829,-0.440419,S,16,생존
2등급,남성,-0.061133,0.481104,-0.444829,-0.237554,S,?,사망
2등급,여성,-0.199891,0.481104,-0.444829,-0.237554,S,?,사망
2등급,남성,0.702041,-0.478904,-0.444829,-0.392117,S,?,사망
2등급,여성,0.077626,-0.478904,-0.444829,-0.237554,S,14,생존
2등급,남성,0.008247,0.481104,-0.444829,-0.237554,S,?,사망
2등급,남성,-0.477409,0.481104,-0.444829,-0.440419,S,?,사망
2등급,여성,0.077626,-0.478904,-0.444829,-0.237554,S,10,생존
2등급,남성,?,-0.478904,-0.444829,-0.643283,S,?,사망
2등급,여성,-1.240582,-0.478904,-0.444829,-0.338986,S,9,생존
2등급,여성,0.702041,-0.478904,-0.444829,-0.338986,S,9,생존
2등급,여성,0.181695,-0.478904,-0.444829,-0.392117,S,12,생존
2등급,남성,-0.199891,0.481104,-0.444829,-0.140952,S,?,사망
2등급,여성,-0.061133,0.481104,-0.444829,-0.140952,S,10,생존
2등급,남성,-1.934376,0.481104,0.710492,-0.198913,S,14,생존
2등급,여성,-1.795618,0.481104,0.710492,-0.198913,S,14,생존
2등급,여성,-0.061133,-0.478904,1.865813,-0.198913,S,14,생존
2등급,여성,-2.009535,0.481104,1.865813,-0.107141,S,10,생존
2등급,여성,-1.726238,0.481104,1.865813,-0.107141,S,10,생존
2등급,남성,0.424523,0.481104,1.865813,-0.107141,S,?,사망
2등급,여성,0.216385,0.481104,1.865813,-0.107141,S,10,생존
2등급,남성,2.505905,-0.478904,-0.444829,-0.440419,S,?,사망
2등급,남성,?,-0.478904,-0.444829,-0.394533,S,?,사망
2등급,남성,0.077626,-0.478904,-0.444829,-0.392117,S,9,생존
2등급,남성,?,-0.478904,-0.444829,-0.392117,S,14,생존
2등급,여성,-0.269271,-0.478904,-0.444829,-0.382457,S,9,생존
2등급,여성,-0.40803,-0.478904,-0.444829,-0.392117,S,?,사망
3등급,남성,0.8408,-0.478904,-0.444829,-0.497414,S,?,사망
3등급,남성,-1.171203,-0.478904,1.865813,-0.252044,S,?,사망
3등급,남성,-0.963065,0.481104,0.710492,-0.252044,S,?,사망
3등급,여성,0.355144,0.481104,0.710492,-0.252044,S,A,생존
3등급,여성,-0.963065,-0.478904,-0.444829,-0.495482,S,16,생존
3등급,남성,-0.33865,-0.478904,-0.444829,-0.495482,S,A,생존
3등급,남성,-0.685547,-0.478904,-0.444829,-0.490169,S,15,생존
3등급,여성,-0.824306,-0.478904,-0.444829,-0.503612,C,C,생존
3등급,남성,0.008247,-0.478904,-0.444829,-0.50321,S,?,사망
3등급,남성,-0.269271,-0.478904,-0.444829,-0.487754,S,?,사망
3등급,여성,0.702041,0.481104,-0.444829,-0.460222,S,?,사망
3등급,남성,-2.015321,-0.478904,0.710492,-0.462637,S,11,생존
3등급,여성,-0.824306,-0.478904,0.710492,-0.462637,S,13,생존
3등급,남성,-0.269271,-0.478904,-0.444829,-0.2803,C,15,생존
3등급,남성,-0.269271,-0.478904,-0.444829,-0.490893,S,?,사망
3등급,남성,-0.685547,-0.478904,-0.444829,-0.490169,S,?,사망
3등급,남성,-0.40803,-0.478904,-0.444829,-0.507074,S,?,사망
3등급,남성,-0.33865,-0.478904,-0.444829,-0.507074,S,?,사망
3등급,남성,0.355144,-0.478904,-0.444829,-0.487754,S,?,사망
3등급,남성,-0.824306,-0.478904,-0.444829,-0.482924,S,?,사망
3등급,남성,0.147006,-0.478904,-0.444829,-0.20809,S,?,사망
3등급,여성,-0.754927,0.481104,-0.444829,-0.491537,S,16,생존
3등급,남성,-1.795618,3.361127,1.865813,-0.039037,S,?,사망
3등급,여성,-1.656859,3.361127,1.865813,-0.039037,S,?,사망
3등급,여성,-1.934376,3.361127,1.865813,-0.039037,S,?,사망
3등급,여성,-0.893685,3.361127,1.865813,-0.490169,S,D,생존
3등급,여성,0.563282,3.361127,1.865813,-0.493067,S,?,사망
3등급,여성,-1.448721,3.361127,1.865813,-0.039037,S,?,사망
3등급,여성,-1.309962,3.361127,1.865813,-0.039037,S,?,사망
3등급,남성,0.632661,0.481104,5.331776,-0.039037,S,?,사망
3등급,남성,-0.199891,-0.478904,-0.444829,-0.492665,S,A,생존
3등급,남성,-0.269271,-0.478904,-0.444829,-0.493067,S,?,사망
3등급,여성,0.632661,0.481104,5.331776,-0.039037,S,?,사망
3등급,남성,-0.685547,-0.478904,-0.444829,-0.491537,S,?,사망
3등급,남성,-0.269271,-0.478904,-0.444829,-0.490733,S,?,사망
3등급,남성,-0.33865,0.481104,-0.444829,-0.299379,S,?,사망
3등급,여성,-0.824306,0.481104,-0.444829,-0.299379,S,?,사망
3등급,남성,-0.40803,-0.478904,-0.444829,-0.493067,S,?,사망
3등급,남성,0.355144,-0.478904,-0.444829,-0.507074,S,?,사망
3등급,남성,-1.726238,3.361127,1.865813,-0.036863,S,?,사망
3등급,남성,-1.448721,3.361127,1.865813,-0.036863,S,?,사망
3등급,남성,-1.864997,3.361127,1.865813,-0.036863,S,15,생존
3등급,남성,-1.171203,3.361127,1.865813,-0.036863,S,?,사망
3등급,여성,-1.726238,3.361127,1.865813,-0.036863,S,15,생존
3등급,남성,0.702041,0.481104,5.331776,-0.036863,S,?,사망
3등급,남성,-0.477409,-0.478904,-0.444829,-0.492665,S,13,생존
3등급,여성,0.563282,0.481104,5.331776,-0.036863,S,15,생존
3등급,여성,1.048938,-0.478904,-0.444829,-0.503693,C,C,생존
3등급,남성,-0.616168,-0.478904,-0.444829,-0.503693,C,?,사망
3등급,남성,-0.477409,-0.478904,-0.444829,-0.507074,S,?,사망
3등급,여성,-0.893685,-0.478904,-0.444829,-0.363943,C,?,사망
3등급,남성,0.008247,-0.478904,-0.444829,-0.503693,C,?,사망
3등급,남성,-0.477409,-0.478904,-0.444829,-0.491537,S,?,사망
3등급,여성,-1.171203,-0.478904,-0.444829,-0.503612,C,C,생존
3등급,남성,-0.685547,-0.478904,-0.444829,-0.503693,C,?,사망
3등급,남성,0.147006,0.481104,-0.444829,-0.337054,S,D,사망
3등급,여성,0.216385,2.401119,-0.444829,-0.337054,S,?,생존
3등급,여성,-2.021101,1.441112,0.710492,-0.271204,C,C,생존
3등급,여성,-2.021101,1.441112,0.710492,-0.271204,C,C,생존
3등급,여성,-1.726238,1.441112,0.710492,-0.271204,C,C,생존
3등급,여성,-0.40803,-0.478904,3.021134,-0.271204,C,C,생존
3등급,여성,-0.824306,-0.478904,-0.444829,-0.487754,S,C,생존
3등급,남성,0.702041,-0.478904,-0.444829,-0.503693,C,?,사망
3등급,남성,-0.269271,-0.478904,-0.444829,-0.490733,S,?,사망
3등급,남성,-0.685547,-0.478904,-0.444829,-0.503612,C,15,생존
3등급,여성,-0.824306,-0.478904,0.710492,-0.364022,C,?,사망
3등급,여성,1.048938,-0.478904,0.710492,-0.364022,C,?,사망
3등급,여성,-0.199891,-0.478904,-0.444829,-0.491054,Q,?,사망
3등급,남성,-0.546788,-0.478904,-0.444829,-0.487754,S,?,사망
3등급,남성,-0.754927,-0.478904,-0.444829,-0.487754,S,?,사망
3등급,남성,-0.269271,-0.478904,-0.444829,-0.493067,S,?,사망
3등급,남성,-0.546788,-0.478904,-0.444829,-0.462637,S,?,사망
3등급,남성,?,-0.478904,-0.444829,-0.503612,C,?,사망
3등급,남성,-0.685547,-0.478904,-0.444829,-0.56576,C,?,사망
3등급,남성,0.147006,-0.478904,-0.444829,0.44824,S,C,생존
3등급,남성,-0.616168,-0.478904,-0.444829,-0.493067,S,?,사망
3등급,남성,-0.824306,-0.478904,-0.444829,-0.49355,S,?,사망
3등급,남성,-0.269271,-0.478904,-0.444829,-0.490733,S,?,사망
3등급,남성,-1.656859,0.481104,0.710492,-0.348728,C,?,사망
3등급,여성,-1.448721,0.481104,0.710492,-0.348728,C,?,사망
3등급,남성,?,-0.478904,-0.444829,-0.503693,C,?,사망
3등급,여성,?,-0.478904,1.865813,-0.348728,C,?,사망
3등급,여성,?,-0.478904,1.865813,-0.49355,Q,?,사망
3등급,남성,0.702041,0.481104,0.710492,-0.343816,Q,?,사망
3등급,여성,0.147006,0.481104,0.710492,-0.343816,Q,?,사망
3등급,남성,-0.616168,-0.478904,-0.444829,-0.332224,S,?,사망
3등급,여성,-0.546788,-0.478904,-0.444829,-0.494033,Q,13,생존
3등급,여성,-0.685547,-0.478904,-0.444829,-0.491537,S,?,사망
3등급,남성,-0.061133,0.481104,-0.444829,-0.507155,S,?,사망
3등급,남성,-0.546788,0.481104,-0.444829,-0.50321,S,?,사망
3등급,남성,-0.546788,-0.478904,-0.444829,-0.492665,S,?,사망
3등급,남성,0.355144,-0.478904,-0.444829,-0.487754,S,?,사망
3등급,여성,-0.789616,-0.478904,-0.444829,-0.502567,Q,?,사망
3등급,남성,-0.616168,-0.478904,-0.444829,-0.492182,Q,13,생존
