@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R3,8,10,12,14-weka.filters.unsupervised.attribute.Remove-R10,13-14-weka.filters.unsupervised.attribute.NumericToNominal-R1,5,6,7,9-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R7'

@attribute pclass {1,2,3}
@attribute survived {0,1}
@attribute sex {female,male}
@attribute age {0.1667,0.3333,0.4167,0.6667,0.75,0.8333,0.9167,1,2,3,4,5,6,7,8,9,10,11,11.5,12,13,14,14.5,15,16,17,18,18.5,19,20,20.5,21,22,22.5,23,23.5,24,24.5,25,26,26.5,27,28,28.5,29,30,30.5,31,32,32.5,33,34,34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,43,44,45,45.5,46,47,48,49,50,51,52,53,54,55,55.5,56,57,58,59,60,60.5,61,62,63,64,65,66,67,70,70.5,71,74,76,80}
@attribute sibsp {0,1,2,3,4,5,8}
@attribute parch {0,1,2,3,4,5,6,9}
@attribute fare {0,3.1708,4.0125,5,6.2375,6.4375,6.45,6.4958,6.75,6.8583,6.95,6.975,7,7.0458,7.05,7.0542,7.125,7.1417,7.225,7.2292,7.25,7.2833,7.3125,7.4958,7.5208,7.55,7.575,7.5792,7.6292,7.65,7.7208,7.725,7.7292,7.7333,7.7375,7.7417,7.75,7.775,7.7792,7.7875,7.7958,7.8,7.8208,7.8292,7.85,7.8542,7.875,7.8792,7.8875,7.8958,7.925,8.0292,8.05,8.1125,8.1375,8.1583,8.3,8.3625,8.4042,8.4333,8.4583,8.5167,8.6542,8.6625,8.6833,8.7125,8.85,8.9625,9,9.2167,9.225,9.325,9.35,9.475,9.4833,9.5,9.5875,9.6875,9.825,9.8375,9.8417,9.8458,10.1708,10.4625,10.5,10.5167,10.7083,11.1333,11.2417,11.5,12,12.1833,12.275,12.2875,12.35,12.475,12.525,12.65,12.7375,12.875,13,13.4167,13.5,13.775,13.7917,13.8583,13.8625,13.9,14,14.1083,14.4,14.4542,14.4583,14.5,15,15.0333,15.0458,15.05,15.1,15.2458,15.5,15.55,15.5792,15.7417,15.75,15.85,15.9,16,16.1,16.7,17.4,17.8,18,18.75,18.7875,19.2583,19.5,19.9667,20.2125,20.25,20.525,20.575,21,21.075,21.6792,22.025,22.3583,22.525,23,23.25,23.45,24,24.15,25.4667,25.5875,25.7,25.7417,25.925,25.9292,26,26.25,26.2833,26.2875,26.3875,26.55,27,27.4458,27.7208,27.75,27.9,28.5,28.5375,28.7125,29,29.125,29.7,30,30.0708,30.5,30.6958,31,31.275,31.3875,31.5,31.6792,31.6833,32.3208,32.5,33,33.5,34.0208,34.375,34.6542,35,35.5,36.75,37.0042,38.5,39,39.4,39.6,39.6875,40.125,41.5792,42.4,42.5,45.5,46.9,47.1,49.5,49.5042,50,50.4958,51.4792,51.8625,52,52.5542,53.1,55,55.4417,55.9,56.4958,56.9292,57,57.75,57.9792,59.4,60,61.175,61.3792,61.9792,63.3583,65,66.6,69.3,69.55,71,71.2833,73.5,75.2417,75.25,76.2917,76.7292,77.2875,77.9583,78.2667,78.85,79.2,79.65,80,81.8583,82.1708,82.2667,83.1583,83.475,86.5,89.1042,90,91.0792,93.5,106.425,108.9,110.8833,113.275,120,133.65,134.5,135.6333,136.7792,146.5208,151.55,153.4625,164.8667,211.3375,211.5,221.7792,227.525,247.5208,262.375,263,512.3292}
@attribute embarked {C,Q,S}
@attribute boat {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}

@data
2,0,male,?,0,0,0,S,?
2,1,female,50,0,1,26,S,12
2,0,male,19,0,0,10.5,S,?
2,0,male,?,0,0,15.05,C,?
2,0,male,41,0,0,13,S,?
2,1,female,21,0,1,21,S,12
2,1,female,19,0,0,26,S,11
2,0,male,43,0,1,21,S,?
2,1,female,32,0,0,13,S,9
2,0,male,34,0,0,13,S,?
2,1,male,30,0,0,12.7375,C,14
2,0,male,27,0,0,15.0333,C,?
2,1,female,2,1,1,26,S,11
2,1,female,8,1,1,26,S,11
2,1,female,33,0,2,26,S,11
2,0,male,36,0,0,10.5,S,?
2,0,male,34,1,0,21,S,12
2,1,female,30,3,0,21,S,?
2,1,female,28,0,0,13,S,9
2,0,male,23,0,0,15.0458,C,?
2,1,male,0.8333,1,1,18.75,S,4
2,1,male,3,1,1,18.75,S,4
2,1,female,24,2,3,18.75,S,4
2,1,female,50,0,0,10.5,S,13
2,0,male,19,0,0,10.5,S,?
2,1,female,21,0,0,10.5,S,12
2,0,male,26,0,0,13,S,?
2,0,male,25,0,0,13,S,?
2,0,male,27,0,0,26,S,?
2,1,female,25,0,1,26,S,12
2,1,female,18,0,2,13,S,16
2,1,female,20,0,0,36.75,S,11
2,1,female,30,0,0,13,S,10
2,0,male,59,0,0,13.5,S,?
2,1,female,30,0,0,12.35,Q,13
2,0,male,35,0,0,10.5,S,?
2,1,female,40,0,0,13,S,9
2,0,male,25,0,0,13,S,?
2,0,male,41,0,0,15.0458,C,?
2,0,male,25,0,0,10.5,S,?
2,0,male,18.5,0,0,13,S,?
2,0,male,14,0,0,65,S,?
2,1,female,50,0,0,10.5,S,9
2,0,male,23,0,0,13,S,?
2,1,female,28,0,0,12.65,S,?
2,1,female,27,0,0,10.5,S,16
2,0,male,29,1,0,21,S,?
2,0,female,27,1,0,21,S,?
2,0,male,40,0,0,13,S,?
2,1,female,31,0,0,21,S,14
2,0,male,30,1,0,21,S,?
2,0,male,23,1,0,10.5,S,?
2,1,female,31,0,0,21,S,10
2,0,male,?,0,0,0,S,?
2,1,female,12,0,0,15.75,S,9
2,1,female,40,0,0,15.75,S,9
2,1,female,32.5,0,0,13,S,12
2,0,male,27,1,0,26,S,?
2,1,female,29,1,0,26,S,10
2,1,male,2,1,1,23,S,14
2,1,female,4,1,1,23,S,14
2,1,female,29,0,2,23,S,14
2,1,female,0.9167,1,2,27.75,S,10
2,1,female,5,1,2,27.75,S,10
2,0,male,36,1,2,27.75,S,?
2,1,female,33,1,2,27.75,S,10
2,0,male,66,0,0,10.5,S,?
2,0,male,?,0,0,12.875,S,?
2,1,male,31,0,0,13,S,9
2,1,male,?,0,0,13,S,14
2,1,female,26,0,0,13.5,S,9
2,0,female,24,0,0,13,S,?
3,0,male,42,0,0,7.55,S,?
3,0,male,13,0,2,20.25,S,?
3,0,male,16,1,1,20.25,S,?
3,1,female,35,1,1,20.25,S,A
3,1,female,16,0,0,7.65,S,16
3,1,male,25,0,0,7.65,S,A
3,1,male,20,0,0,7.925,S,15
3,1,female,18,0,0,7.2292,C,C
3,0,male,30,0,0,7.25,S,?
3,0,male,26,0,0,8.05,S,?
3,0,female,40,1,0,9.475,S,?
3,1,male,0.8333,0,1,9.35,S,11
3,1,female,18,0,1,9.35,S,13
3,1,male,26,0,0,18.7875,C,15
3,0,male,26,0,0,7.8875,S,?
3,0,male,20,0,0,7.925,S,?
3,0,male,24,0,0,7.05,S,?
3,0,male,25,0,0,7.05,S,?
3,0,male,35,0,0,8.05,S,?
3,0,male,18,0,0,8.3,S,?
3,0,male,32,0,0,22.525,S,?
3,1,female,19,1,0,7.8542,S,16
3,0,male,4,4,2,31.275,S,?
3,0,female,6,4,2,31.275,S,?
3,0,female,2,4,2,31.275,S,?
3,1,female,17,4,2,7.925,S,D
3,0,female,38,4,2,7.775,S,?
3,0,female,9,4,2,31.275,S,?
3,0,female,11,4,2,31.275,S,?
3,0,male,39,1,5,31.275,S,?
3,1,male,27,0,0,7.7958,S,A
3,0,male,26,0,0,7.775,S,?
3,0,female,39,1,5,31.275,S,?
3,0,male,20,0,0,7.8542,S,?
3,0,male,26,0,0,7.8958,S,?
3,0,male,25,1,0,17.8,S,?
3,0,female,18,1,0,17.8,S,?
3,0,male,24,0,0,7.775,S,?
3,0,male,35,0,0,7.05,S,?
3,0,male,5,4,2,31.3875,S,?
3,0,male,9,4,2,31.3875,S,?
3,1,male,3,4,2,31.3875,S,15
3,0,male,13,4,2,31.3875,S,?
3,1,female,5,4,2,31.3875,S,15
3,0,male,40,1,5,31.3875,S,?
3,1,male,23,0,0,7.7958,S,13
3,1,female,38,1,5,31.3875,S,15
3,1,female,45,0,0,7.225,C,C
3,0,male,21,0,0,7.225,C,?
3,0,male,23,0,0,7.05,S,?
3,0,female,17,0,0,14.4583,C,?
3,0,male,30,0,0,7.225,C,?
3,0,male,23,0,0,7.8542,S,?
3,1,female,13,0,0,7.2292,C,C
3,0,male,20,0,0,7.225,C,?
3,0,male,32,1,0,15.85,S,D
3,1,female,33,3,0,15.85,S,?
3,1,female,0.75,2,1,19.2583,C,C
3,1,female,0.75,2,1,19.2583,C,C
3,1,female,5,2,1,19.2583,C,C
3,1,female,24,0,3,19.2583,C,C
3,1,female,18,0,0,8.05,S,C
3,0,male,40,0,0,7.225,C,?
3,0,male,26,0,0,7.8958,S,?
3,1,male,20,0,0,7.2292,C,15
3,0,female,18,0,1,14.4542,C,?
3,0,female,45,0,1,14.4542,C,?
3,0,female,27,0,0,7.8792,Q,?
3,0,male,22,0,0,8.05,S,?
3,0,male,19,0,0,8.05,S,?
3,0,male,26,0,0,7.775,S,?
3,0,male,22,0,0,9.35,S,?
3,0,male,?,0,0,7.2292,C,?
3,0,male,20,0,0,4.0125,C,?
3,1,male,32,0,0,56.4958,S,C
3,0,male,21,0,0,7.775,S,?
3,0,male,18,0,0,7.75,S,?
3,0,male,26,0,0,7.8958,S,?
3,0,male,6,1,1,15.2458,C,?
3,0,female,9,1,1,15.2458,C,?
3,0,male,?,0,0,7.225,C,?
3,0,female,?,0,2,15.2458,C,?
3,0,female,?,0,2,7.75,Q,?
3,0,male,40,1,1,15.5,Q,?
3,0,female,32,1,1,15.5,Q,?
3,0,male,21,0,0,16.1,S,?
3,1,female,22,0,0,7.725,Q,13
3,0,female,20,0,0,7.8542,S,?
3,0,male,29,1,0,7.0458,S,?
3,0,male,22,1,0,7.25,S,?
3,0,male,22,0,0,7.7958,S,?
3,0,male,35,0,0,8.05,S,?
3,0,female,18.5,0,0,7.2833,Q,?
3,1,male,21,0,0,7.8208,Q,13
3,0,male,19,0,0,6.75,Q,?
3,0,female,18,0,0,7.8792,Q,?
3,0,female,21,0,0,8.6625,S,?
3,0,female,30,0,0,8.6625,S,?
3,0,male,18,0,0,8.6625,S,?
3,0,male,38,0,0,8.6625,S,?
3,0,male,17,0,0,8.6625,S,?
3,0,male,17,0,0,8.6625,S,?
3,0,female,21,0,0,7.75,Q,?
3,0,male,21,0,0,7.75,Q,?
3,0,male,21,0,0,8.05,S,?
3,0,male,?,1,0,14.4583,C,?
3,0,female,?,1,0,14.4583,C,?
3,0,male,28,0,0,7.7958,S,?
3,0,male,24,0,0,7.8542,S,?
3,1,female,16,0,0,7.75,Q,16
3,0,female,37,0,0,7.75,Q,?
3,0,male,28,0,0,7.25,S,?
3,0,male,24,0,0,8.05,S,?
3,0,male,21,0,0,7.7333,Q,?
3,1,male,32,0,0,56.4958,S,C
3,0,male,29,0,0,8.05,S,?
3,0,male,26,1,0,14.4542,C,?
3,0,male,18,1,0,14.4542,C,?
3,0,male,20,0,0,7.05,S,?
3,1,male,18,0,0,8.05,S,12
3,0,male,24,0,0,7.25,Q,?
3,0,male,36,0,0,7.4958,S,?
3,0,male,24,0,0,7.4958,S,?
3,0,male,31,0,0,7.7333,Q,?
3,0,male,31,0,0,7.75,Q,?
3,1,female,22,0,0,7.75,Q,13
3,0,female,30,0,0,7.6292,Q,?
3,0,male,70.5,0,0,7.75,Q,?
3,0,male,43,0,0,8.05,S,?
3,0,male,35,0,0,7.8958,S,?
3,0,male,27,0,0,7.8958,S,?
3,0,male,19,0,0,7.8958,S,?
3,0,male,30,0,0,8.05,S,?
3,1,male,9,1,1,15.9,S,2
3,1,male,3,1,1,15.9,S,2
3,1,female,36,0,2,15.9,S,2
3,0,male,59,0,0,7.25,S,?
3,0,male,19,0,0,8.1583,S,?
3,1,female,17,0,1,16.1,S,12
3,0,male,44,0,1,16.1,S,?
3,0,male,17,0,0,8.6625,S,?
3,0,male,22.5,0,0,7.225,C,?
3,1,male,45,0,0,8.05,S,15
3,0,female,22,0,0,10.5167,S,?
3,0,male,19,0,0,10.1708,S,?
3,1,female,30,0,0,6.95,Q,15
3,1,male,29,0,0,7.75,Q,'13 15 B'
3,0,male,0.3333,0,2,14.4,S,?
3,0,male,34,1,1,14.4,S,?
3,0,female,28,1,1,14.4,S,?
3,0,male,27,0,0,7.8958,S,?
3,0,male,25,0,0,7.8958,S,?
3,0,male,24,2,0,24.15,S,?
3,0,male,22,0,0,8.05,S,?
3,0,male,21,2,0,24.15,S,?
3,0,male,17,2,0,8.05,S,?
3,0,male,?,1,0,16.1,S,?
3,1,female,?,1,0,16.1,S,16
3,1,male,36.5,1,0,17.4,S,15
3,1,female,36,1,0,17.4,S,13
3,1,male,30,0,0,9.5,S,11
3,0,male,16,0,0,9.5,S,?
3,1,male,1,1,2,20.575,S,10
3,1,female,0.1667,1,2,20.575,S,10
3,0,male,26,1,2,20.575,S,?
3,1,female,33,1,2,20.575,S,10
3,0,male,25,0,0,7.8958,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,22,0,0,7.25,S,?
3,0,male,36,0,0,7.25,S,?
3,1,female,19,0,0,7.8792,Q,C
3,0,male,17,0,0,7.8958,S,?
3,0,male,42,0,0,8.6625,S,?
3,0,male,43,0,0,7.8958,S,?
3,0,male,?,0,0,7.2292,C,?
3,0,male,32,0,0,7.75,Q,?
3,1,male,19,0,0,8.05,S,B
3,1,female,30,0,0,12.475,S,13
3,0,female,24,0,0,7.75,Q,?
3,1,female,23,0,0,8.05,S,?
3,0,male,33,0,0,7.8958,C,?
3,0,male,65,0,0,7.75,Q,?
3,1,male,24,0,0,7.55,S,D
3,0,male,23,1,0,13.9,S,?
3,1,female,22,1,0,13.9,S,16
3,0,male,18,0,0,7.775,S,?
3,0,male,16,0,0,7.775,S,?
3,0,male,45,0,0,6.975,S,?
3,0,male,?,0,0,7.225,C,?
3,0,male,39,0,2,7.2292,C,?
3,0,male,17,1,1,7.2292,C,?
3,0,male,15,1,1,7.2292,C,?
3,0,male,47,0,0,7.25,S,?
3,1,female,5,0,0,12.475,S,13
3,0,male,?,0,0,7.225,C,?
3,0,male,40.5,0,0,15.1,S,?
3,0,male,40.5,0,0,7.75,Q,?
3,1,male,?,0,0,7.05,S,15
3,0,male,18,0,0,7.7958,S,?
3,0,female,?,0,0,7.75,Q,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,?,0,0,6.95,Q,?
3,0,male,26,0,0,7.8792,Q,?
3,0,male,?,0,0,7.75,Q,?
3,1,male,?,0,0,56.4958,S,13
3,0,female,21,2,2,34.375,S,?
3,0,female,9,2,2,34.375,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,18,2,2,34.375,S,?
3,0,male,16,1,3,34.375,S,?
3,0,female,48,1,3,34.375,S,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,?,0,0,7.25,S,?
3,0,male,25,0,0,7.7417,Q,?
3,0,male,?,0,0,14.5,S,?
3,0,male,?,0,0,7.8958,C,?
3,0,male,22,0,0,8.05,S,?
3,1,female,16,0,0,7.7333,Q,16
3,1,female,?,0,0,7.75,Q,13
3,1,male,9,0,2,20.525,S,'C D'
3,0,male,33,1,1,20.525,S,?
3,0,male,41,0,0,7.85,S,?
3,1,female,31,1,1,20.525,S,'C D'
3,0,male,38,0,0,7.05,S,?
3,0,male,9,5,2,46.9,S,?
3,0,male,1,5,2,46.9,S,?
3,0,male,11,5,2,46.9,S,?
3,0,female,10,5,2,46.9,S,?
3,0,female,16,5,2,46.9,S,?
3,0,male,14,5,2,46.9,S,?
3,0,male,40,1,6,46.9,S,?
3,0,female,43,1,6,46.9,S,?
3,0,male,51,0,0,8.05,S,?
3,0,male,32,0,0,8.3625,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,20,0,0,9.8458,S,?
3,0,male,37,2,0,7.925,S,?
3,0,male,28,2,0,7.925,S,?
3,0,male,19,0,0,7.775,S,?
3,0,female,24,0,0,8.85,S,?
3,0,female,17,0,0,7.7333,Q,?
3,0,male,?,1,0,19.9667,S,?
3,0,male,?,1,0,19.9667,S,?
3,0,male,28,1,0,15.85,S,?
3,1,female,24,1,0,15.85,S,15
3,0,male,20,0,0,9.5,S,?
3,0,male,23.5,0,0,7.2292,C,?
3,0,male,41,2,0,14.1083,S,?
3,0,male,26,1,0,7.8542,S,?
3,0,male,21,0,0,7.8542,S,?
3,1,female,45,1,0,14.1083,S,11
3,0,female,?,0,0,7.55,S,?
3,0,male,25,0,0,7.25,S,B
3,0,male,?,0,0,6.8583,Q,?
3,0,male,11,0,0,18.7875,C,?
3,1,female,?,0,0,7.75,Q,16
3,1,male,27,0,0,6.975,S,15
3,1,male,?,0,0,56.4958,S,C
3,0,female,18,0,0,6.75,Q,?
3,1,female,26,0,0,7.925,S,?
3,0,female,23,0,0,7.925,S,?
3,1,female,22,0,0,8.9625,S,C
3,0,male,28,0,0,7.8958,S,?
3,0,female,28,0,0,7.775,S,?
3,0,female,?,0,0,7.75,Q,?
3,1,female,2,0,1,12.2875,S,15
3,1,female,22,1,1,12.2875,S,15
3,0,male,43,0,0,6.45,S,?
3,0,male,28,0,0,22.525,S,?
3,1,female,27,0,0,7.925,S,?
3,0,male,?,0,0,7.75,Q,?
3,1,female,?,0,0,8.05,S,C
3,0,male,42,0,0,7.65,S,?
3,1,male,?,0,0,7.8875,S,C
3,0,male,30,0,0,7.2292,C,?
3,0,male,?,0,0,7.8958,S,?
3,0,female,27,1,0,7.925,S,?
3,0,female,25,1,0,7.925,S,?
3,0,male,?,0,0,7.8958,S,?
3,1,male,29,0,0,7.8958,C,15
3,1,male,21,0,0,7.7958,S,A
3,0,male,?,0,0,7.05,S,?
3,0,male,20,0,0,7.8542,S,?
3,0,male,48,0,0,7.8542,S,?
3,0,male,17,1,0,7.0542,S,?
3,1,female,?,0,0,7.75,Q,D
3,1,male,?,0,0,8.1125,S,13
3,0,male,34,0,0,6.4958,S,?
3,1,male,26,0,0,7.775,S,15
3,0,male,22,0,0,7.7958,S,?
3,0,male,33,0,0,8.6542,S,?
3,0,male,31,0,0,7.775,S,?
3,0,male,29,0,0,7.8542,S,?
3,1,male,4,1,1,11.1333,S,15
3,1,female,1,1,1,11.1333,S,15
3,0,male,49,0,0,0,S,?
3,0,male,33,0,0,7.775,S,?
3,0,male,19,0,0,0,S,?
3,1,female,27,0,2,11.1333,S,15
3,0,male,?,1,2,23.45,S,?
3,0,female,?,1,2,23.45,S,?
3,0,male,?,1,2,23.45,S,?
3,0,female,?,1,2,23.45,S,?
3,0,male,23,0,0,7.8958,S,?
3,1,male,32,0,0,7.8542,S,15
3,0,male,27,0,0,7.8542,S,?
3,0,female,20,1,0,9.825,S,?
3,0,female,21,1,0,9.825,S,?
3,1,male,32,0,0,7.925,S,15
3,0,male,17,0,0,7.125,S,?
3,0,male,21,0,0,8.4333,S,?
3,0,male,30,0,0,7.8958,S,?
3,1,male,21,0,0,7.7958,S,13
3,0,male,33,0,0,7.8542,S,?
3,0,male,22,0,0,7.5208,S,?
3,1,female,4,0,1,13.4167,C,15
3,1,male,39,0,1,13.4167,C,15
3,0,male,?,0,0,7.2292,C,?
3,0,male,18.5,0,0,7.2292,C,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,?,0,0,7.25,S,A
3,1,female,?,0,0,7.75,Q,16
3,1,female,?,0,0,7.75,Q,D
3,0,male,34.5,0,0,7.8292,Q,?
3,0,male,44,0,0,8.05,S,?
3,1,male,?,0,0,7.75,Q,?
3,0,male,?,1,0,14.4542,C,?
3,0,female,?,1,0,14.4542,C,?
3,0,male,?,1,0,7.75,Q,?
3,0,male,?,1,0,7.75,Q,?
3,0,male,?,0,0,7.7375,Q,?
3,0,female,22,2,0,8.6625,S,?
3,0,male,26,2,0,8.6625,S,?
3,1,female,4,0,2,22.025,S,2
3,1,male,29,3,1,22.025,S,2
3,1,female,26,1,1,22.025,S,2
3,0,female,1,1,1,12.1833,S,?
3,0,male,18,1,1,7.8542,S,?
3,0,female,36,0,2,12.1833,S,?
3,0,male,?,0,0,7.8958,C,?
3,1,male,25,0,0,7.2292,C,10
3,0,male,?,0,0,7.225,C,?
3,0,female,37,0,0,9.5875,S,?
3,0,male,?,0,0,7.8958,S,?
3,1,male,?,0,0,56.4958,S,C
3,0,male,?,0,0,56.4958,S,?
3,1,female,22,0,0,7.25,S,13
3,0,male,?,0,0,7.75,Q,?
3,1,male,26,0,0,56.4958,S,14
3,0,male,29,0,0,9.4833,S,?
3,0,male,29,0,0,7.775,S,?
3,0,male,22,0,0,7.775,S,?
3,1,male,22,0,0,7.225,C,6
3,0,male,?,3,1,25.4667,S,?
3,0,female,?,3,1,25.4667,S,?
3,0,female,?,3,1,25.4667,S,?
3,0,female,?,3,1,25.4667,S,?
3,0,female,?,0,4,25.4667,S,?
3,0,male,32,0,0,7.925,S,?
3,0,male,34.5,0,0,6.4375,C,?
3,0,female,?,1,0,15.5,Q,?
3,0,male,?,1,0,15.5,Q,?
3,0,male,36,0,0,0,S,?
3,0,male,39,0,0,24.15,S,?
3,0,male,24,0,0,9.5,S,?
3,0,female,25,0,0,7.775,S,?
3,0,female,45,0,0,7.75,S,?
3,0,male,36,1,0,15.55,S,A
3,0,female,30,1,0,15.55,S,A
3,1,male,20,1,0,7.925,S,15
3,0,male,?,0,0,7.8792,Q,?
3,0,male,28,0,0,56.4958,S,?
3,0,male,?,0,0,7.55,S,?
3,0,male,30,1,0,16.1,S,?
3,0,female,26,1,0,16.1,S,?
3,0,male,?,0,0,7.8792,S,?
3,0,male,20.5,0,0,7.25,S,?
3,1,male,27,0,0,8.6625,S,15
3,0,male,51,0,0,7.0542,S,?
3,1,female,23,0,0,7.8542,S,10
3,1,male,32,0,0,7.5792,S,15
3,0,male,?,0,0,7.8958,S,?
3,0,male,?,0,0,7.55,S,?
3,1,female,?,0,0,7.75,Q,15
3,1,male,24,0,0,7.1417,S,13
3,0,male,22,0,0,7.125,S,?
3,0,female,?,0,0,7.8792,Q,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,?,0,0,8.05,S,?
3,0,male,29,0,0,7.925,S,?
3,1,male,?,0,0,7.2292,C,15
3,0,female,30.5,0,0,7.75,Q,?
3,1,female,?,0,0,7.7375,Q,16
3,0,male,?,0,0,7.2292,C,?
3,0,male,35,0,0,7.8958,C,?
3,0,male,33,0,0,7.8958,S,?
3,1,female,?,0,0,7.225,C,C
3,0,male,?,0,0,7.8958,C,?
3,1,female,?,0,0,7.75,Q,'15 16'
3,1,male,?,0,0,7.75,Q,?
3,1,female,?,2,0,23.25,Q,16
3,1,female,?,2,0,23.25,Q,16
3,1,male,?,2,0,23.25,Q,16
3,1,female,?,0,0,7.7875,Q,13
3,0,male,?,0,0,15.5,Q,?
3,1,female,?,0,0,7.8792,Q,13
3,1,female,15,0,0,8.0292,Q,?
3,0,female,35,0,0,7.75,Q,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,24,1,0,16.1,S,?
3,0,female,19,1,0,16.1,S,?
3,0,female,?,0,0,7.75,Q,?
3,0,female,?,0,0,8.05,S,?
3,0,female,?,0,0,8.05,S,?
3,0,male,55.5,0,0,8.05,S,?
3,0,male,?,0,0,7.75,Q,?
3,1,male,21,0,0,7.775,S,15
3,0,male,?,0,0,8.05,S,?
3,0,male,24,0,0,7.8958,S,?
3,0,male,21,0,0,7.8958,S,?
3,0,male,28,0,0,7.8958,S,?
3,0,male,?,0,0,7.8958,S,?
3,1,female,?,0,0,7.8792,Q,16
3,0,male,25,0,0,7.65,S,?
3,1,male,6,0,1,12.475,S,14
3,1,female,27,0,1,12.475,S,14
3,0,male,?,0,0,8.05,S,?
3,1,female,?,1,0,24.15,Q,16
3,0,male,?,1,0,24.15,Q,?
3,0,male,?,0,0,8.4583,Q,?
3,0,male,34,0,0,8.05,S,?
3,0,male,?,0,0,7.75,Q,?
3,1,male,?,0,0,7.775,S,B
3,1,male,?,1,1,15.2458,C,C
3,1,male,?,1,1,15.2458,C,C
3,1,female,?,0,2,15.2458,C,C
3,1,female,?,0,0,7.2292,C,?
3,0,male,?,0,0,8.05,S,?
3,1,female,?,0,0,7.7333,Q,16
3,1,female,24,0,0,7.75,Q,15
3,0,male,?,0,0,8.05,S,?
3,1,female,?,1,0,15.5,Q,16
3,1,female,?,1,0,15.5,Q,16
3,1,female,?,0,0,15.5,Q,16
3,0,male,18,0,0,7.75,S,?
3,0,male,22,0,0,7.8958,S,?
3,1,female,15,0,0,7.225,C,C
3,1,female,1,0,2,15.7417,C,C
3,1,male,20,1,1,15.7417,C,C
3,1,female,19,1,1,15.7417,C,C
3,0,male,33,0,0,8.05,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,?,0,0,7.2292,C,?
3,0,female,?,0,0,7.75,Q,?
3,0,male,?,0,0,7.8958,S,?
3,1,male,12,1,0,11.2417,C,C
3,1,female,14,1,0,11.2417,C,C
3,0,female,29,0,0,7.925,S,?
3,0,male,28,0,0,8.05,S,?
3,1,female,18,0,0,7.775,S,D
3,1,female,26,0,0,7.8542,S,13
3,0,male,21,0,0,7.8542,S,?
3,0,male,41,0,0,7.125,S,?
3,1,male,39,0,0,7.925,S,9
3,0,male,21,0,0,7.8,S,?
3,0,male,28.5,0,0,7.2292,C,?
3,1,female,22,0,0,7.75,S,13
3,0,male,61,0,0,6.2375,S,?
3,0,male,?,1,0,15.5,Q,?
3,0,male,?,0,0,7.8292,Q,?
3,1,female,?,1,0,15.5,Q,?
3,0,male,?,0,0,7.7333,Q,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,23,0,0,9.225,S,?
3,0,female,?,0,0,7.75,Q,?
3,1,female,?,0,0,7.75,Q,D
3,1,female,?,0,0,7.8792,Q,?
3,1,female,22,0,0,7.775,S,C
3,1,male,?,0,0,7.75,Q,B
3,1,female,?,0,0,7.8292,Q,13
3,1,male,9,0,1,3.1708,S,13
3,0,male,28,0,0,22.525,S,?
3,0,male,42,0,1,8.4042,S,?
3,0,male,?,0,0,7.3125,S,?
3,0,female,31,0,0,7.8542,S,?
3,0,male,28,0,0,7.8542,S,?
3,1,male,32,0,0,7.775,S,A
3,0,male,20,0,0,9.225,S,?
3,0,female,23,0,0,8.6625,S,?
3,0,female,20,0,0,8.6625,S,?
3,0,male,20,0,0,8.6625,S,?
3,0,male,16,0,0,9.2167,S,?
3,1,female,31,0,0,8.6833,S,?
3,0,female,?,0,0,7.6292,Q,?
3,0,male,2,3,1,21.075,S,?
3,0,male,6,3,1,21.075,S,?
3,0,female,3,3,1,21.075,S,?
3,0,female,8,3,1,21.075,S,?
3,0,female,29,0,4,21.075,S,?
3,0,male,1,4,1,39.6875,S,?
3,0,male,7,4,1,39.6875,S,?
3,0,male,2,4,1,39.6875,S,?
3,0,male,16,4,1,39.6875,S,?
3,0,male,14,4,1,39.6875,S,?
3,0,female,41,0,5,39.6875,S,?
3,0,male,21,0,0,8.6625,S,?
3,0,male,19,0,0,14.5,S,?
3,0,male,?,0,0,8.7125,C,?
3,0,male,32,0,0,7.8958,S,?
3,0,male,0.75,1,1,13.775,S,?
3,0,female,3,1,1,13.775,S,?
3,0,female,26,0,2,13.775,S,?
3,0,male,?,0,0,7,S,?
3,0,male,?,0,0,7.775,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,21,0,0,7.925,S,?
3,0,male,25,0,0,7.925,S,?
3,0,male,22,0,0,7.25,S,?
3,1,male,25,1,0,7.775,S,15
3,1,male,?,1,1,22.3583,C,C
