@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R12,14-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R8,10,13-14-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace객실등급-R1-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace생존여부-R2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace성별-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace나이-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace동승_형제_배우자수-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace동승_부모_자녀수-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace요금-R7-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace탑승위치-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace구명보트번호-Rlast-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:1등급,2:2등급,3:3등급-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N0:사망,1:생존-weka.filters.unsupervised.attribute.RenameNominalValues-R3-Nfemale:여성,male:남성'

@attribute 객실등급 {1등급,2등급,3등급}
@attribute 생존여부 {사망,생존}
@attribute 성별 {여성,남성}
@attribute 나이 numeric
@attribute 동승_형제_배우자수 numeric
@attribute 동승_부모_자녀수 numeric
@attribute 요금 numeric
@attribute 탑승위치 {C,Q,S}
@attribute 구명보트번호 {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}

@data
2등급,생존,남성,3,1,1,26,S,D
2등급,사망,남성,36.5,0,2,26,S,?
2등급,사망,남성,26,0,0,13,S,?
2등급,사망,남성,19,1,1,36.75,S,?
2등급,사망,남성,28,0,0,13.5,S,?
2등급,생존,남성,20,0,0,13.8625,C,7
2등급,생존,여성,29,0,0,10.5,S,11
2등급,사망,남성,39,0,0,13,S,?
2등급,생존,남성,22,0,0,10.5,S,13
2등급,생존,남성,?,0,0,13.8625,C,9
2등급,사망,남성,23,0,0,10.5,S,?
2등급,생존,남성,29,0,0,13.8583,C,9
2등급,사망,남성,28,0,0,10.5,S,?
2등급,사망,남성,?,0,0,0,S,?
2등급,생존,여성,50,0,1,26,S,12
2등급,사망,남성,19,0,0,10.5,S,?
2등급,사망,남성,?,0,0,15.05,C,?
2등급,사망,남성,41,0,0,13,S,?
2등급,생존,여성,21,0,1,21,S,12
2등급,생존,여성,19,0,0,26,S,11
2등급,사망,남성,43,0,1,21,S,?
2등급,생존,여성,32,0,0,13,S,9
2등급,사망,남성,34,0,0,13,S,?
2등급,생존,남성,30,0,0,12.7375,C,14
2등급,사망,남성,27,0,0,15.0333,C,?
2등급,생존,여성,2,1,1,26,S,11
2등급,생존,여성,8,1,1,26,S,11
2등급,생존,여성,33,0,2,26,S,11
2등급,사망,남성,36,0,0,10.5,S,?
2등급,사망,남성,34,1,0,21,S,12
2등급,생존,여성,30,3,0,21,S,?
2등급,생존,여성,28,0,0,13,S,9
2등급,사망,남성,23,0,0,15.0458,C,?
2등급,생존,남성,0.8333,1,1,18.75,S,4
2등급,생존,남성,3,1,1,18.75,S,4
2등급,생존,여성,24,2,3,18.75,S,4
2등급,생존,여성,50,0,0,10.5,S,13
2등급,사망,남성,19,0,0,10.5,S,?
2등급,생존,여성,21,0,0,10.5,S,12
2등급,사망,남성,26,0,0,13,S,?
2등급,사망,남성,25,0,0,13,S,?
2등급,사망,남성,27,0,0,26,S,?
2등급,생존,여성,25,0,1,26,S,12
2등급,생존,여성,18,0,2,13,S,16
2등급,생존,여성,20,0,0,36.75,S,11
2등급,생존,여성,30,0,0,13,S,10
2등급,사망,남성,59,0,0,13.5,S,?
2등급,생존,여성,30,0,0,12.35,Q,13
2등급,사망,남성,35,0,0,10.5,S,?
2등급,생존,여성,40,0,0,13,S,9
2등급,사망,남성,25,0,0,13,S,?
2등급,사망,남성,41,0,0,15.0458,C,?
2등급,사망,남성,25,0,0,10.5,S,?
2등급,사망,남성,18.5,0,0,13,S,?
2등급,사망,남성,14,0,0,65,S,?
2등급,생존,여성,50,0,0,10.5,S,9
2등급,사망,남성,23,0,0,13,S,?
2등급,생존,여성,28,0,0,12.65,S,?
2등급,생존,여성,27,0,0,10.5,S,16
2등급,사망,남성,29,1,0,21,S,?
2등급,사망,여성,27,1,0,21,S,?
2등급,사망,남성,40,0,0,13,S,?
2등급,생존,여성,31,0,0,21,S,14
2등급,사망,남성,30,1,0,21,S,?
2등급,사망,남성,23,1,0,10.5,S,?
2등급,생존,여성,31,0,0,21,S,10
2등급,사망,남성,?,0,0,0,S,?
2등급,생존,여성,12,0,0,15.75,S,9
2등급,생존,여성,40,0,0,15.75,S,9
2등급,생존,여성,32.5,0,0,13,S,12
2등급,사망,남성,27,1,0,26,S,?
2등급,생존,여성,29,1,0,26,S,10
2등급,생존,남성,2,1,1,23,S,14
2등급,생존,여성,4,1,1,23,S,14
2등급,생존,여성,29,0,2,23,S,14
2등급,생존,여성,0.9167,1,2,27.75,S,10
2등급,생존,여성,5,1,2,27.75,S,10
2등급,사망,남성,36,1,2,27.75,S,?
2등급,생존,여성,33,1,2,27.75,S,10
2등급,사망,남성,66,0,0,10.5,S,?
2등급,사망,남성,?,0,0,12.875,S,?
2등급,생존,남성,31,0,0,13,S,9
2등급,생존,남성,?,0,0,13,S,14
2등급,생존,여성,26,0,0,13.5,S,9
2등급,사망,여성,24,0,0,13,S,?
3등급,사망,남성,42,0,0,7.55,S,?
3등급,사망,남성,13,0,2,20.25,S,?
3등급,사망,남성,16,1,1,20.25,S,?
3등급,생존,여성,35,1,1,20.25,S,A
3등급,생존,여성,16,0,0,7.65,S,16
3등급,생존,남성,25,0,0,7.65,S,A
3등급,생존,남성,20,0,0,7.925,S,15
3등급,생존,여성,18,0,0,7.2292,C,C
3등급,사망,남성,30,0,0,7.25,S,?
3등급,사망,남성,26,0,0,8.05,S,?
3등급,사망,여성,40,1,0,9.475,S,?
3등급,생존,남성,0.8333,0,1,9.35,S,11
3등급,생존,여성,18,0,1,9.35,S,13
3등급,생존,남성,26,0,0,18.7875,C,15
3등급,사망,남성,26,0,0,7.8875,S,?
3등급,사망,남성,20,0,0,7.925,S,?
3등급,사망,남성,24,0,0,7.05,S,?
3등급,사망,남성,25,0,0,7.05,S,?
3등급,사망,남성,35,0,0,8.05,S,?
3등급,사망,남성,18,0,0,8.3,S,?
3등급,사망,남성,32,0,0,22.525,S,?
3등급,생존,여성,19,1,0,7.8542,S,16
3등급,사망,남성,4,4,2,31.275,S,?
3등급,사망,여성,6,4,2,31.275,S,?
3등급,사망,여성,2,4,2,31.275,S,?
3등급,생존,여성,17,4,2,7.925,S,D
3등급,사망,여성,38,4,2,7.775,S,?
3등급,사망,여성,9,4,2,31.275,S,?
3등급,사망,여성,11,4,2,31.275,S,?
3등급,사망,남성,39,1,5,31.275,S,?
3등급,생존,남성,27,0,0,7.7958,S,A
3등급,사망,남성,26,0,0,7.775,S,?
3등급,사망,여성,39,1,5,31.275,S,?
3등급,사망,남성,20,0,0,7.8542,S,?
3등급,사망,남성,26,0,0,7.8958,S,?
3등급,사망,남성,25,1,0,17.8,S,?
3등급,사망,여성,18,1,0,17.8,S,?
3등급,사망,남성,24,0,0,7.775,S,?
3등급,사망,남성,35,0,0,7.05,S,?
3등급,사망,남성,5,4,2,31.3875,S,?
3등급,사망,남성,9,4,2,31.3875,S,?
3등급,생존,남성,3,4,2,31.3875,S,15
3등급,사망,남성,13,4,2,31.3875,S,?
3등급,생존,여성,5,4,2,31.3875,S,15
3등급,사망,남성,40,1,5,31.3875,S,?
3등급,생존,남성,23,0,0,7.7958,S,13
3등급,생존,여성,38,1,5,31.3875,S,15
3등급,생존,여성,45,0,0,7.225,C,C
3등급,사망,남성,21,0,0,7.225,C,?
3등급,사망,남성,23,0,0,7.05,S,?
3등급,사망,여성,17,0,0,14.4583,C,?
3등급,사망,남성,30,0,0,7.225,C,?
3등급,사망,남성,23,0,0,7.8542,S,?
3등급,생존,여성,13,0,0,7.2292,C,C
3등급,사망,남성,20,0,0,7.225,C,?
3등급,사망,남성,32,1,0,15.85,S,D
3등급,생존,여성,33,3,0,15.85,S,?
3등급,생존,여성,0.75,2,1,19.2583,C,C
3등급,생존,여성,0.75,2,1,19.2583,C,C
3등급,생존,여성,5,2,1,19.2583,C,C
3등급,생존,여성,24,0,3,19.2583,C,C
3등급,생존,여성,18,0,0,8.05,S,C
3등급,사망,남성,40,0,0,7.225,C,?
3등급,사망,남성,26,0,0,7.8958,S,?
3등급,생존,남성,20,0,0,7.2292,C,15
3등급,사망,여성,18,0,1,14.4542,C,?
3등급,사망,여성,45,0,1,14.4542,C,?
3등급,사망,여성,27,0,0,7.8792,Q,?
3등급,사망,남성,22,0,0,8.05,S,?
3등급,사망,남성,19,0,0,8.05,S,?
3등급,사망,남성,26,0,0,7.775,S,?
3등급,사망,남성,22,0,0,9.35,S,?
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,남성,20,0,0,4.0125,C,?
3등급,생존,남성,32,0,0,56.4958,S,C
3등급,사망,남성,21,0,0,7.775,S,?
3등급,사망,남성,18,0,0,7.75,S,?
3등급,사망,남성,26,0,0,7.8958,S,?
3등급,사망,남성,6,1,1,15.2458,C,?
3등급,사망,여성,9,1,1,15.2458,C,?
3등급,사망,남성,?,0,0,7.225,C,?
3등급,사망,여성,?,0,2,15.2458,C,?
3등급,사망,여성,?,0,2,7.75,Q,?
3등급,사망,남성,40,1,1,15.5,Q,?
3등급,사망,여성,32,1,1,15.5,Q,?
3등급,사망,남성,21,0,0,16.1,S,?
3등급,생존,여성,22,0,0,7.725,Q,13
3등급,사망,여성,20,0,0,7.8542,S,?
3등급,사망,남성,29,1,0,7.0458,S,?
3등급,사망,남성,22,1,0,7.25,S,?
3등급,사망,남성,22,0,0,7.7958,S,?
3등급,사망,남성,35,0,0,8.05,S,?
3등급,사망,여성,18.5,0,0,7.2833,Q,?
3등급,생존,남성,21,0,0,7.8208,Q,13
3등급,사망,남성,19,0,0,6.75,Q,?
3등급,사망,여성,18,0,0,7.8792,Q,?
3등급,사망,여성,21,0,0,8.6625,S,?
3등급,사망,여성,30,0,0,8.6625,S,?
3등급,사망,남성,18,0,0,8.6625,S,?
3등급,사망,남성,38,0,0,8.6625,S,?
3등급,사망,남성,17,0,0,8.6625,S,?
3등급,사망,남성,17,0,0,8.6625,S,?
3등급,사망,여성,21,0,0,7.75,Q,?
3등급,사망,남성,21,0,0,7.75,Q,?
3등급,사망,남성,21,0,0,8.05,S,?
3등급,사망,남성,?,1,0,14.4583,C,?
3등급,사망,여성,?,1,0,14.4583,C,?
3등급,사망,남성,28,0,0,7.7958,S,?
3등급,사망,남성,24,0,0,7.8542,S,?
3등급,생존,여성,16,0,0,7.75,Q,16
3등급,사망,여성,37,0,0,7.75,Q,?
3등급,사망,남성,28,0,0,7.25,S,?
3등급,사망,남성,24,0,0,8.05,S,?
3등급,사망,남성,21,0,0,7.7333,Q,?
3등급,생존,남성,32,0,0,56.4958,S,C
3등급,사망,남성,29,0,0,8.05,S,?
3등급,사망,남성,26,1,0,14.4542,C,?
3등급,사망,남성,18,1,0,14.4542,C,?
3등급,사망,남성,20,0,0,7.05,S,?
3등급,생존,남성,18,0,0,8.05,S,12
3등급,사망,남성,24,0,0,7.25,Q,?
3등급,사망,남성,36,0,0,7.4958,S,?
3등급,사망,남성,24,0,0,7.4958,S,?
3등급,사망,남성,31,0,0,7.7333,Q,?
3등급,사망,남성,31,0,0,7.75,Q,?
3등급,생존,여성,22,0,0,7.75,Q,13
3등급,사망,여성,30,0,0,7.6292,Q,?
3등급,사망,남성,70.5,0,0,7.75,Q,?
3등급,사망,남성,43,0,0,8.05,S,?
3등급,사망,남성,35,0,0,7.8958,S,?
3등급,사망,남성,27,0,0,7.8958,S,?
3등급,사망,남성,19,0,0,7.8958,S,?
3등급,사망,남성,30,0,0,8.05,S,?
3등급,생존,남성,9,1,1,15.9,S,2
3등급,생존,남성,3,1,1,15.9,S,2
3등급,생존,여성,36,0,2,15.9,S,2
3등급,사망,남성,59,0,0,7.25,S,?
3등급,사망,남성,19,0,0,8.1583,S,?
3등급,생존,여성,17,0,1,16.1,S,12
3등급,사망,남성,44,0,1,16.1,S,?
3등급,사망,남성,17,0,0,8.6625,S,?
3등급,사망,남성,22.5,0,0,7.225,C,?
3등급,생존,남성,45,0,0,8.05,S,15
3등급,사망,여성,22,0,0,10.5167,S,?
3등급,사망,남성,19,0,0,10.1708,S,?
3등급,생존,여성,30,0,0,6.95,Q,15
3등급,생존,남성,29,0,0,7.75,Q,'13 15 B'
3등급,사망,남성,0.3333,0,2,14.4,S,?
3등급,사망,남성,34,1,1,14.4,S,?
3등급,사망,여성,28,1,1,14.4,S,?
3등급,사망,남성,27,0,0,7.8958,S,?
3등급,사망,남성,25,0,0,7.8958,S,?
3등급,사망,남성,24,2,0,24.15,S,?
3등급,사망,남성,22,0,0,8.05,S,?
3등급,사망,남성,21,2,0,24.15,S,?
3등급,사망,남성,17,2,0,8.05,S,?
3등급,사망,남성,?,1,0,16.1,S,?
3등급,생존,여성,?,1,0,16.1,S,16
3등급,생존,남성,36.5,1,0,17.4,S,15
3등급,생존,여성,36,1,0,17.4,S,13
3등급,생존,남성,30,0,0,9.5,S,11
3등급,사망,남성,16,0,0,9.5,S,?
3등급,생존,남성,1,1,2,20.575,S,10
3등급,생존,여성,0.1667,1,2,20.575,S,10
3등급,사망,남성,26,1,2,20.575,S,?
3등급,생존,여성,33,1,2,20.575,S,10
3등급,사망,남성,25,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,22,0,0,7.25,S,?
3등급,사망,남성,36,0,0,7.25,S,?
3등급,생존,여성,19,0,0,7.8792,Q,C
3등급,사망,남성,17,0,0,7.8958,S,?
3등급,사망,남성,42,0,0,8.6625,S,?
3등급,사망,남성,43,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,남성,32,0,0,7.75,Q,?
3등급,생존,남성,19,0,0,8.05,S,B
3등급,생존,여성,30,0,0,12.475,S,13
3등급,사망,여성,24,0,0,7.75,Q,?
3등급,생존,여성,23,0,0,8.05,S,?
3등급,사망,남성,33,0,0,7.8958,C,?
3등급,사망,남성,65,0,0,7.75,Q,?
3등급,생존,남성,24,0,0,7.55,S,D
3등급,사망,남성,23,1,0,13.9,S,?
3등급,생존,여성,22,1,0,13.9,S,16
3등급,사망,남성,18,0,0,7.775,S,?
3등급,사망,남성,16,0,0,7.775,S,?
3등급,사망,남성,45,0,0,6.975,S,?
3등급,사망,남성,?,0,0,7.225,C,?
3등급,사망,남성,39,0,2,7.2292,C,?
3등급,사망,남성,17,1,1,7.2292,C,?
3등급,사망,남성,15,1,1,7.2292,C,?
3등급,사망,남성,47,0,0,7.25,S,?
3등급,생존,여성,5,0,0,12.475,S,13
3등급,사망,남성,?,0,0,7.225,C,?
3등급,사망,남성,40.5,0,0,15.1,S,?
3등급,사망,남성,40.5,0,0,7.75,Q,?
3등급,생존,남성,?,0,0,7.05,S,15
3등급,사망,남성,18,0,0,7.7958,S,?
3등급,사망,여성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,6.95,Q,?
3등급,사망,남성,26,0,0,7.8792,Q,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,남성,?,0,0,56.4958,S,13
3등급,사망,여성,21,2,2,34.375,S,?
3등급,사망,여성,9,2,2,34.375,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,18,2,2,34.375,S,?
3등급,사망,남성,16,1,3,34.375,S,?
3등급,사망,여성,48,1,3,34.375,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.25,S,?
3등급,사망,남성,25,0,0,7.7417,Q,?
3등급,사망,남성,?,0,0,14.5,S,?
3등급,사망,남성,?,0,0,7.8958,C,?
3등급,사망,남성,22,0,0,8.05,S,?
3등급,생존,여성,16,0,0,7.7333,Q,16
3등급,생존,여성,?,0,0,7.75,Q,13
3등급,생존,남성,9,0,2,20.525,S,'C D'
3등급,사망,남성,33,1,1,20.525,S,?
3등급,사망,남성,41,0,0,7.85,S,?
3등급,생존,여성,31,1,1,20.525,S,'C D'
3등급,사망,남성,38,0,0,7.05,S,?
3등급,사망,남성,9,5,2,46.9,S,?
3등급,사망,남성,1,5,2,46.9,S,?
3등급,사망,남성,11,5,2,46.9,S,?
3등급,사망,여성,10,5,2,46.9,S,?
3등급,사망,여성,16,5,2,46.9,S,?
3등급,사망,남성,14,5,2,46.9,S,?
3등급,사망,남성,40,1,6,46.9,S,?
3등급,사망,여성,43,1,6,46.9,S,?
3등급,사망,남성,51,0,0,8.05,S,?
3등급,사망,남성,32,0,0,8.3625,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,20,0,0,9.8458,S,?
3등급,사망,남성,37,2,0,7.925,S,?
3등급,사망,남성,28,2,0,7.925,S,?
3등급,사망,남성,19,0,0,7.775,S,?
3등급,사망,여성,24,0,0,8.85,S,?
3등급,사망,여성,17,0,0,7.7333,Q,?
3등급,사망,남성,?,1,0,19.9667,S,?
3등급,사망,남성,?,1,0,19.9667,S,?
3등급,사망,남성,28,1,0,15.85,S,?
3등급,생존,여성,24,1,0,15.85,S,15
3등급,사망,남성,20,0,0,9.5,S,?
3등급,사망,남성,23.5,0,0,7.2292,C,?
3등급,사망,남성,41,2,0,14.1083,S,?
3등급,사망,남성,26,1,0,7.8542,S,?
3등급,사망,남성,21,0,0,7.8542,S,?
3등급,생존,여성,45,1,0,14.1083,S,11
3등급,사망,여성,?,0,0,7.55,S,?
3등급,사망,남성,25,0,0,7.25,S,B
3등급,사망,남성,?,0,0,6.8583,Q,?
3등급,사망,남성,11,0,0,18.7875,C,?
3등급,생존,여성,?,0,0,7.75,Q,16
3등급,생존,남성,27,0,0,6.975,S,15
3등급,생존,남성,?,0,0,56.4958,S,C
3등급,사망,여성,18,0,0,6.75,Q,?
3등급,생존,여성,26,0,0,7.925,S,?
3등급,사망,여성,23,0,0,7.925,S,?
3등급,생존,여성,22,0,0,8.9625,S,C
3등급,사망,남성,28,0,0,7.8958,S,?
3등급,사망,여성,28,0,0,7.775,S,?
3등급,사망,여성,?,0,0,7.75,Q,?
3등급,생존,여성,2,0,1,12.2875,S,15
3등급,생존,여성,22,1,1,12.2875,S,15
3등급,사망,남성,43,0,0,6.45,S,?
3등급,사망,남성,28,0,0,22.525,S,?
3등급,생존,여성,27,0,0,7.925,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,여성,?,0,0,8.05,S,C
3등급,사망,남성,42,0,0,7.65,S,?
3등급,생존,남성,?,0,0,7.8875,S,C
3등급,사망,남성,30,0,0,7.2292,C,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,여성,27,1,0,7.925,S,?
3등급,사망,여성,25,1,0,7.925,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,생존,남성,29,0,0,7.8958,C,15
3등급,생존,남성,21,0,0,7.7958,S,A
3등급,사망,남성,?,0,0,7.05,S,?
3등급,사망,남성,20,0,0,7.8542,S,?
3등급,사망,남성,48,0,0,7.8542,S,?
3등급,사망,남성,17,1,0,7.0542,S,?
3등급,생존,여성,?,0,0,7.75,Q,D
3등급,생존,남성,?,0,0,8.1125,S,13
3등급,사망,남성,34,0,0,6.4958,S,?
3등급,생존,남성,26,0,0,7.775,S,15
3등급,사망,남성,22,0,0,7.7958,S,?
3등급,사망,남성,33,0,0,8.6542,S,?
3등급,사망,남성,31,0,0,7.775,S,?
3등급,사망,남성,29,0,0,7.8542,S,?
3등급,생존,남성,4,1,1,11.1333,S,15
3등급,생존,여성,1,1,1,11.1333,S,15
3등급,사망,남성,49,0,0,0,S,?
3등급,사망,남성,33,0,0,7.775,S,?
3등급,사망,남성,19,0,0,0,S,?
3등급,생존,여성,27,0,2,11.1333,S,15
3등급,사망,남성,?,1,2,23.45,S,?
3등급,사망,여성,?,1,2,23.45,S,?
3등급,사망,남성,?,1,2,23.45,S,?
3등급,사망,여성,?,1,2,23.45,S,?
3등급,사망,남성,23,0,0,7.8958,S,?
3등급,생존,남성,32,0,0,7.8542,S,15
3등급,사망,남성,27,0,0,7.8542,S,?
3등급,사망,여성,20,1,0,9.825,S,?
3등급,사망,여성,21,1,0,9.825,S,?
3등급,생존,남성,32,0,0,7.925,S,15
3등급,사망,남성,17,0,0,7.125,S,?
3등급,사망,남성,21,0,0,8.4333,S,?
3등급,사망,남성,30,0,0,7.8958,S,?
3등급,생존,남성,21,0,0,7.7958,S,13
3등급,사망,남성,33,0,0,7.8542,S,?
3등급,사망,남성,22,0,0,7.5208,S,?
3등급,생존,여성,4,0,1,13.4167,C,15
3등급,생존,남성,39,0,1,13.4167,C,15
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,남성,18.5,0,0,7.2292,C,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.25,S,A
3등급,생존,여성,?,0,0,7.75,Q,16
3등급,생존,여성,?,0,0,7.75,Q,D
3등급,사망,남성,34.5,0,0,7.8292,Q,?
3등급,사망,남성,44,0,0,8.05,S,?
3등급,생존,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,1,0,14.4542,C,?
3등급,사망,여성,?,1,0,14.4542,C,?
3등급,사망,남성,?,1,0,7.75,Q,?
3등급,사망,남성,?,1,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.7375,Q,?
3등급,사망,여성,22,2,0,8.6625,S,?
3등급,사망,남성,26,2,0,8.6625,S,?
3등급,생존,여성,4,0,2,22.025,S,2
3등급,생존,남성,29,3,1,22.025,S,2
3등급,생존,여성,26,1,1,22.025,S,2
3등급,사망,여성,1,1,1,12.1833,S,?
3등급,사망,남성,18,1,1,7.8542,S,?
3등급,사망,여성,36,0,2,12.1833,S,?
3등급,사망,남성,?,0,0,7.8958,C,?
3등급,생존,남성,25,0,0,7.2292,C,10
3등급,사망,남성,?,0,0,7.225,C,?
3등급,사망,여성,37,0,0,9.5875,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,생존,남성,?,0,0,56.4958,S,C
3등급,사망,남성,?,0,0,56.4958,S,?
3등급,생존,여성,22,0,0,7.25,S,13
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,남성,26,0,0,56.4958,S,14
3등급,사망,남성,29,0,0,9.4833,S,?
3등급,사망,남성,29,0,0,7.775,S,?
3등급,사망,남성,22,0,0,7.775,S,?
3등급,생존,남성,22,0,0,7.225,C,6
3등급,사망,남성,?,3,1,25.4667,S,?
3등급,사망,여성,?,3,1,25.4667,S,?
3등급,사망,여성,?,3,1,25.4667,S,?
3등급,사망,여성,?,3,1,25.4667,S,?
3등급,사망,여성,?,0,4,25.4667,S,?
3등급,사망,남성,32,0,0,7.925,S,?
3등급,사망,남성,34.5,0,0,6.4375,C,?
3등급,사망,여성,?,1,0,15.5,Q,?
3등급,사망,남성,?,1,0,15.5,Q,?
3등급,사망,남성,36,0,0,0,S,?
3등급,사망,남성,39,0,0,24.15,S,?
3등급,사망,남성,24,0,0,9.5,S,?
3등급,사망,여성,25,0,0,7.775,S,?
3등급,사망,여성,45,0,0,7.75,S,?
3등급,사망,남성,36,1,0,15.55,S,A
3등급,사망,여성,30,1,0,15.55,S,A
3등급,생존,남성,20,1,0,7.925,S,15
3등급,사망,남성,?,0,0,7.8792,Q,?
3등급,사망,남성,28,0,0,56.4958,S,?
3등급,사망,남성,?,0,0,7.55,S,?
3등급,사망,남성,30,1,0,16.1,S,?
3등급,사망,여성,26,1,0,16.1,S,?
3등급,사망,남성,?,0,0,7.8792,S,?
3등급,사망,남성,20.5,0,0,7.25,S,?
3등급,생존,남성,27,0,0,8.6625,S,15
3등급,사망,남성,51,0,0,7.0542,S,?
3등급,생존,여성,23,0,0,7.8542,S,10
3등급,생존,남성,32,0,0,7.5792,S,15
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.55,S,?
3등급,생존,여성,?,0,0,7.75,Q,15
3등급,생존,남성,24,0,0,7.1417,S,13
3등급,사망,남성,22,0,0,7.125,S,?
3등급,사망,여성,?,0,0,7.8792,Q,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,29,0,0,7.925,S,?
3등급,생존,남성,?,0,0,7.2292,C,15
3등급,사망,여성,30.5,0,0,7.75,Q,?
3등급,생존,여성,?,0,0,7.7375,Q,16
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,남성,35,0,0,7.8958,C,?
3등급,사망,남성,33,0,0,7.8958,S,?
3등급,생존,여성,?,0,0,7.225,C,C
3등급,사망,남성,?,0,0,7.8958,C,?
3등급,생존,여성,?,0,0,7.75,Q,'15 16'
3등급,생존,남성,?,0,0,7.75,Q,?
3등급,생존,여성,?,2,0,23.25,Q,16
3등급,생존,여성,?,2,0,23.25,Q,16
3등급,생존,남성,?,2,0,23.25,Q,16
3등급,생존,여성,?,0,0,7.7875,Q,13
3등급,사망,남성,?,0,0,15.5,Q,?
3등급,생존,여성,?,0,0,7.8792,Q,13
3등급,생존,여성,15,0,0,8.0292,Q,?
3등급,사망,여성,35,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,24,1,0,16.1,S,?
3등급,사망,여성,19,1,0,16.1,S,?
3등급,사망,여성,?,0,0,7.75,Q,?
3등급,사망,여성,?,0,0,8.05,S,?
3등급,사망,여성,?,0,0,8.05,S,?
3등급,사망,남성,55.5,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,남성,21,0,0,7.775,S,15
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,24,0,0,7.8958,S,?
3등급,사망,남성,21,0,0,7.8958,S,?
3등급,사망,남성,28,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,생존,여성,?,0,0,7.8792,Q,16
3등급,사망,남성,25,0,0,7.65,S,?
3등급,생존,남성,6,0,1,12.475,S,14
3등급,생존,여성,27,0,1,12.475,S,14
3등급,사망,남성,?,0,0,8.05,S,?
3등급,생존,여성,?,1,0,24.15,Q,16
3등급,사망,남성,?,1,0,24.15,Q,?
3등급,사망,남성,?,0,0,8.4583,Q,?
3등급,사망,남성,34,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,남성,?,0,0,7.775,S,B
3등급,생존,남성,?,1,1,15.2458,C,C
3등급,생존,남성,?,1,1,15.2458,C,C
3등급,생존,여성,?,0,2,15.2458,C,C
3등급,생존,여성,?,0,0,7.2292,C,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,생존,여성,?,0,0,7.7333,Q,16
3등급,생존,여성,24,0,0,7.75,Q,15
3등급,사망,남성,?,0,0,8.05,S,?
3등급,생존,여성,?,1,0,15.5,Q,16
3등급,생존,여성,?,1,0,15.5,Q,16
3등급,생존,여성,?,0,0,15.5,Q,16
3등급,사망,남성,18,0,0,7.75,S,?
3등급,사망,남성,22,0,0,7.8958,S,?
3등급,생존,여성,15,0,0,7.225,C,C
3등급,생존,여성,1,0,2,15.7417,C,C
3등급,생존,남성,20,1,1,15.7417,C,C
